Spectrum,Observed,Rel.,Acc.
C I,1510.981,608000000000.0,
C I,1511.908,108000000000.0,
C I,1513.15,208000000000.0,
Na II,1511.04,4000.0,
Na II,1513.102,7000.0,
Na II,1513.487,5000.0,
Na II,1513.953,3050.0,
Na II,1514.241,3000.0,
Na II,1514.632,3000.0,
Na II,1515.229,3000.0,
Na II,1515.709,3000.0,
Na II,1516.219,2050.0,
Na II,1517.604,3000.0,
Na II,1518.042,3000.0,
Na II,1518.505,3050.0,
Na II,1518.664,3050.0,
Na II,1519.005,4000.0,
Na II,1519.629,6000.0,
Na II,1523.388,3000.0,
Na III,1523.548,70.0,E
Na III,1523.548,70.0,D
Na III,1525.301,90.0,D+
Na III,1525.301,90.0,E
Na II,1525.311,3000.0,
Na II,1526.021,1050.0,
Na III,1526.883,60.0,
Na II,1527.555,1050.0,
Na II,1527.985,2000.0,
Na II,1528.532,2000.0,
Na II,1529.208,1050.0,
Na II,1531.497,2000.0,
Na II,1533.176,1000.0,
Na II,1534.163,1000.0,
Na IV,1534.475,1020.0,B
Na II,1534.538,2050.0,
Na II,1534.737,1020.0,
Mg IV,1517.596,50.0,
Mg IV,1520.967,1040.0,B
Si II,1512.07,5000.0,D+
Si II,1513.57,3000.0,
Si II,1516.91,6000.0,
Si II,1526.72,500000.0,C+
Si II,1533.45,10000000.0,C+
S II,1511.037,10.0,
S II,1511.037,10.0,
S II,1511.216,10.0,
S II,1511.216,10.0,
S II,1513.892,10.0,
S II,1513.892,10.0,
S II,1519.912,30.0,
S IV,1521.15,10.0,
S IV,1534.089,20.0,D
Cl II,1528.569,500000.0,
Ca III,1528.866,10900000.0,C
Fe II,1510.802,10000000.0,D
Fe III,1511.133,3060000000.0,C
Fe III,1511.25,60100000.0,
Fe V,1511.429,207000.0,C
Fe II,1511.463,60000000.0,
Fe III,1511.58,0.0,D+
Fe III,1511.58,0.0,C
Fe III,1511.617,103000000000.0,C
Fe III,1511.617,103000000000.0,
Fe III,1511.617,103000000000.0,D+
Fe III,1511.618,1010000000.0,
Fe II,1511.638,800000.0,
Fe II,1511.8,700000.0,
Fe II,1512.057,80000000.0,D+
Fe II,1512.167,10400000.0,
Fe III,1512.192,3070000000.0,C+
Fe II,1512.22,50000000.0,
Fe II,1512.22,50000000.0,
Fe II,1512.239,20800000.0,D
Fe III,1512.262,1040000000.0,D+
Fe III,1512.346,5070000000.0,C+
Fe III,1512.346,5070000000.0,D+
Fe III,1512.83,1040000000.0,C
Fe III,1512.832,705000.0,
Fe II,1512.879,60000000.0,
Fe II,1512.879,60000000.0,
Fe III,1512.896,3060000000.0,D+
Fe II,1513.048,500000.0,
Fe II,1513.096,500000.0,
Fe II,1513.183,10100000.0,
Fe II,1513.321,70000000.0,D
Fe II,1513.468,10400000.0,
Fe III,1513.511,60100000.0,D
Fe III,1513.539,103000000000.0,C
Fe III,1513.539,103000000000.0,C+
Fe III,1513.59,80300000.0,D
Fe III,1513.59,80300000.0,D
Fe II,1514.375,80000000.0,D+
Fe II,1514.45,30300000.0,
Fe II,1514.45,30300000.0,
Fe III,1514.563,3060000000.0,C+
Fe III,1514.563,3060000000.0,C+
Fe II,1514.833,800000.0,D+
Fe V,1514.834,302000.0,C
Fe II,1514.859,10200000.0,
Fe V,1514.881,108000.0,
Fe III,1514.948,1040000000.0,D
Fe II,1515.116,30300000.0,
Fe II,1515.167,800000.0,
Fe II,1515.167,800000.0,
Fe II,1515.334,305000.0,
Fe III,1515.481,103000000000.0,C+
Fe V,1515.533,5030.0,D+
Fe III,1515.601,10400000.0,
Fe II,1515.887,60000000.0,D+
Fe II,1515.938,60000000.0,D+
Fe III,1516.222,5080000000.0,C+
Fe II,1516.569,900000.0,
Fe III,1516.591,1040000000.0,C
Fe II,1516.596,10500000.0,
Fe II,1516.767,10400000.0,
Fe III,1516.79,1090000000.0,D+
Fe V,1516.804,405000.0,C
Fe III,1517.029,10400000.0,
Fe II,1517.11,500000.0,
Fe II,1517.15,10800000.0,
Fe II,1517.216,10900000.0,
Fe II,1517.259,500000.0,
Fe III,1517.771,1050000000.0,D
Fe II,1518.452,20800000.0,
Fe II,1518.557,10900000.0,
Fe II,1518.6857,40000000.0,D+
Fe II,1518.83,700000.0,
Fe III,1518.842,104000000000.0,C+
Fe II,1519.14,800000.0,
Fe II,1519.414,40000000.0,D+
Fe II,1519.439,400000.0,
Fe II,1519.499,20900000.0,D
Fe V,1519.519,201000.0,D+
Fe III,1519.6,30400000.0,
Fe II,1520.416,40000000.0,
Fe II,1520.416,40000000.0,
Fe II,1520.481,20800000.0,
