Spectrum,Observed,Rel.,Acc.
O III,1767.78,705000.0,
O III,1768.24,505000.0,
O III,1771.67,306000.0,
O III,1773.0,101000.0,C+
O III,1773.85,101000.0,
O III,1779.16,202000.0,
O II,1780.994,1000.0,
O III,1781.03,106000.0,
O III,1784.85,106000.0,
O II,1786.708,1040.0,
O III,1789.66,202000.0,
Na III,1766.7,80.0,
Na II,1768.603,70.0,
Na II,1769.878,3000.0,
Na III,1771.35,20.0,
Na II,1773.55,1020.0,
Na II,1776.571,9000.0,
Na II,1778.243,4000.0,
Na III,1778.402,70.0,
Na II,1778.905,0.0,
Na II,1779.906,0.0,
Na II,1783.043,6000.0,
Na III,1783.46,90.0,
Na II,1783.475,1050.0,
Na II,1785.989,1020.0,
Na II,1787.189,8000.0,
Na II,1788.846,4050.0,
Mg III,1772.982,1050.0,A
Mg III,1773.959,10.0,
Mg III,1775.942,20.0,C+
Mg III,1783.253,2000.0,A
Mg III,1787.927,40.0,B
Si I,1770.63,3000.0,
Si I,1770.92,100000.0,
Si I,1776.83,100000.0,D
Si I,1783.23,5000.0,
S II,1770.121,10.0,
S V,1770.162,40.0,D+
S II,1770.363,10.0,
S II,1771.081,10.0,
S II,1773.043,10.0,
S II,1773.534,10.0,
S IV,1773.706,10.0,
S IV,1774.169,10.0,
S II,1778.546,10.0,
S II,1779.245,60.0,
S IV,1779.871,10.0,
S I,1782.2626,500000.0,D
S IV,1782.267,60.0,
S II,1783.415,10.0,
S II,1783.58,10.0,
S II,1785.861,10.0,
S IV,1786.983,70.0,D+
S IV,1787.179,70.0,C
S II,1788.787,10.0,
Ca III,1773.241,10000000.0,C
Ca III,1783.929,10700000.0,C
Ca III,1788.827,403000.0,
Fe III,1766.797,701000.0,
Fe II,1766.808,800000.0,
Fe IV,1767.36,1020.0,
Fe II,1767.533,30100000.0,
Fe II,1767.533,30100000.0,
Fe II,1768.473,202000.0,
Fe I,1768.611,10.0,
Fe II,1768.682,700000.0,
Fe II,1769.1409,1060000000.0,
Fe II,1769.2736,1060000000.0,B+
Fe I,1769.385,0.0,
Fe II,1769.6642,60000000.0,B+
Fe I,1769.82,10.0,
Fe II,1769.992,10300000.0,D+
Fe III,1770.251,5020000000.0,C
Fe III,1770.56,102000000000.0,D+
Fe III,1770.94,80000000.0,
Fe III,1771.048,20400000.0,
Fe II,1771.57,209000.0,
Fe III,1771.723,702000.0,
Fe II,1771.893,304000.0,E
Fe II,1771.957,40000000.0,D
Fe III,1771.982,2080000000.0,
Fe III,1772.102,80000000.0,D
Fe II,1772.5123,8000000000.0,D+
Fe III,1772.829,10800000.0,
Fe III,1773.099,2000000000.0,D
Fe II,1773.193,500000.0,E
Fe II,1773.457,304000.0,E
Fe III,1773.462,703000.0,
Fe III,1773.652,30300000.0,
Fe II,1773.758,500000.0,
Fe III,1773.825,1010000000.0,
Fe III,1773.825,1010000000.0,D
Fe II,1773.937,303000.0,
Fe II,1773.99,304000.0,E
Fe III,1774.164,1010000000.0,
Fe II,1774.4655,40000000.0,
Fe III,1775.263,2000000000.0,
Fe III,1775.418,80100000.0,
Fe III,1775.564,1050000000.0,
Fe I,1775.684,10.0,
Fe III,1775.993,102000000000.0,D+
Fe III,1775.993,102000000000.0,D+
Fe II,1775.997,20800000.0,
Fe III,1776.148,704000.0,
Fe II,1776.278,303000.0,
Fe III,1776.41,704000.0,
Fe II,1776.418,305000.0,E
Fe II,1776.648,70000000.0,D+
Fe II,1776.6625,50000000.0,E
Fe III,1776.807,704000.0,
Fe III,1777.033,80100000.0,
Fe II,1777.0596,20700000.0,
Fe II,1777.091,20300000.0,
Fe III,1777.744,2070000000.0,
Fe II,1777.895,90000000.0,
Fe II,1777.895,90000000.0,D+
Fe II,1778.539,10000000.0,
Fe III,1778.903,704000.0,
Fe II,1779.5032,60000000.0,E
Fe III,1779.701,704000.0,D
Fe II,1779.806,500000.0,E
Fe II,1779.806,500000.0,
Fe III,1779.869,704000.0,
Fe III,1780.038,704000.0,
Fe III,1780.038,704000.0,
Fe III,1780.517,40500000.0,D
Fe III,1780.761,705000.0,D
Fe II,1781.143,209000.0,
Fe II,1781.2538,80000000.0,E
Fe II,1781.338,90000000.0,D+
Fe II,1781.5398,80000000.0,E
Fe II,1782.01676,2090000000.0,D
Fe III,1782.363,40500000.0,
Fe III,1783.075,1010000000.0,D
Fe II,1783.598,600000.0,
Fe III,1784.554,2010000000.0,
Fe III,1784.655,60200000.0,
Fe III,1785.044,80300000.0,D
Fe II,1785.2342,20900000.0,E
Fe II,1785.27761,500000000000.0,B+
Fe II,1785.4758,60000000.0,E
Fe II,1785.921,20000000.0,E
Fe III,1786.032,10900000.0,
Fe II,1786.272,500000.0,
Fe II,1786.5652,30500000.0,E
Fe II,1786.75811,400000000000.0,B+
Fe II,1786.894,209000.0,
Fe III,1787.067,706000.0,D
Fe II,1787.8108,1040000000.0,E
Fe II,1788.0039,108000000000.0,C+
Fe II,1788.0827,103000000000.0,C+
Fe III,1788.192,706000.0,
Fe III,1788.27,60300000.0,
Fe III,1788.27,60300000.0,
Fe III,1788.698,1010000000.0,
Fe III,1788.927,30400000.0,
Fe II,1789.136,500000.0,E
Fe III,1789.155,60300000.0,D
Fe II,1789.473,304000.0,
Fe III,1789.584,707000.0,
Fe II,1789.68,500000.0,
Fe II,1789.8309,80000000.0,E
Fe II,1789.895,30000000.0,D
Fe II,1789.895,30000000.0,
