Spectrum,Observed,Rel.,Acc.
O II,1578.384,50.0,
O III,1590.01,208050.0,C+
O III,1591.33,106000.0,C+
O II,1593.354,2000.0,C+
O II,1593.977,1000.0,C+
O II,1594.189,1080.0,C+
Na II,1575.749,1050.0,
Na II,1576.118,1020.0,
Na III,1577.9,90.0,E
Na II,1578.807,1020.0,
Na II,1578.807,1020.0,
Na III,1579.117,80.0,D
Na II,1579.18,1050.0,
Na II,1579.408,1020.0,
Na II,1579.993,2000.0,
Na IV,1580.233,90.0,B+
Na IV,1580.5,1000.0,B+
Na II,1581.108,2050.0,
Na II,1581.835,2000.0,
Na IV,1582.121,40.0,B
Na IV,1582.182,1010.0,B
Na IV,1582.326,1000.0,B
Na IV,1582.613,80.0,B
Na IV,1583.91,50.0,B
Na IV,1583.977,1010.0,B
Na IV,1584.141,1020.0,B+
Na II,1584.173,2000.0,
Na IV,1586.848,30.0,C+
Na IV,1586.848,30.0,C
Na IV,1586.99,1000.0,B
Na IV,1587.048,1020.0,B+
Na II,1587.08,3000.0,
Na II,1587.807,50.0,
Na II,1588.764,1050.0,
Na IV,1588.87,30.0,C+
Na II,1588.983,70.0,
Na II,1591.321,1050.0,
Na II,1591.712,70.0,
Na II,1594.752,20.0,
Na IV,1596.304,30.0,B+
Na IV,1596.367,60.0,B+
Na IV,1596.401,90.0,B+
Na III,1598.177,1000.0,D
Mg IV,1578.537,70.0,B
Mg III,1586.237,1020.0,B+
Mg III,1592.36,80.0,B+
Mg IV,1597.738,40.0,B
Si I,1592.41,5000.0,
Si I,1594.55,105000.0,
Si I,1594.93,5000.0,
Si I,1597.95,3000.0,
S III,1577.434,90.0,B+
S I,1583.683,10.0,
S I,1592.736,40.0,
Ca III,1586.125,60000000.0,C
Ca III,1595.193,10900000.0,C
Fe II,1575.805,109000.0,
Fe V,1576.212,400000.0,C
Fe II,1576.4323,20200000.0,D+
Fe II,1577.056,600000.0,
Fe III,1577.07,1020000000.0,
Fe III,1577.084,5080000000.0,C+
Fe II,1577.1667,1080000000.0,D+
Fe IV,1577.2,1020.0,
Fe III,1577.311,404000.0,
Fe IV,1577.76,1020.0,
Fe III,1577.926,4020000000.0,B
Fe II,1578.0108,40000000.0,D+
Fe II,1578.133,20700000.0,D
Fe II,1578.221,20700000.0,D
Fe II,1578.4063,30500000.0,
Fe II,1578.496,10500000.0,D+
Fe III,1578.513,1060000000.0,
Fe III,1578.759,3070000000.0,D+
Fe II,1579.2572,30200000.0,D+
Fe II,1579.555,900000.0,
Fe II,1579.712,700000.0,
Fe II,1580.2291,10700000.0,E
Fe III,1580.237,103000000000.0,B
Fe III,1580.237,103000000000.0,C
Fe III,1580.237,103000000000.0,C+
Fe II,1580.63001,9000000000.0,D+
Fe III,1580.634,1060000000.0,
Fe III,1580.69,3060000000.0,B
Fe III,1581.057,2050000000.0,C
Fe II,1581.2897,1000000000.0,D+
Fe II,1581.419,70000000.0,D+
Fe II,1581.837,800000.0,
Fe II,1581.889,400000.0,
Fe II,1582.363,10100000.0,
Fe III,1582.419,1040000000.0,D+
Fe III,1582.621,1050000000.0,D+
Fe III,1582.63,40900000.0,
Fe V,1582.802,9080.0,C
Fe II,1582.9794,30200000.0,D+
Fe III,1583.199,5070000000.0,C+
Fe II,1583.254,301000.0,
Fe II,1583.526,301000.0,
Fe V,1583.958,205000.0,D
Fe III,1583.973,1050000000.0,D+
Fe II,1584.144,500000.0,
Fe V,1584.35,803000.0,C
Fe V,1584.35,803000.0,C
Fe V,1584.53,500000.0,C
Fe II,1584.95241,8000000000.0,D+
Fe II,1585.28,80000000.0,D+
Fe II,1585.654,40000000.0,
Fe III,1585.655,10100000.0,
Fe V,1585.655,109000.0,C
Fe III,1585.713,10500000.0,
Fe II,1585.994,2030000000.0,D+
Fe III,1586.114,405000.0,
Fe II,1586.3337,30200000.0,D+
Fe II,1586.4479,10300000.0,E
Fe II,1586.902,400000.0,E
Fe II,1587.012,400000.0,E
Fe III,1587.28,10100000.0,
Fe III,1587.429,30700000.0,
Fe II,1587.989,400000.0,
Fe V,1588.199,302000.0,D+
Fe III,1588.206,802000.0,
Fe II,1588.2904,4000000000.0,D+
Fe II,1588.602,500000.0,
Fe III,1588.614,405000.0,
Fe II,1588.687,70000000.0,E
Fe III,1588.693,10100000.0,
Fe III,1588.747,20700000.0,D
Fe V,1588.906,301000.0,C
Fe V,1589.013,300000.0,C
Fe V,1589.39,202000.0,C
Fe II,1589.434,10700000.0,
Fe V,1589.941,3020.0,D+
Fe II,1589.973,305000.0,
Fe II,1590.073,700000.0,
Fe II,1590.116,50000000.0,D
Fe II,1590.116,50000000.0,
Fe II,1590.145,50000000.0,D+
Fe II,1590.307,209000.0,
Fe II,1590.393,600000.0,D+
Fe II,1590.5588,20100000.0,D+
Fe III,1590.587,50000000.0,
Fe IV,1590.62,1020.0,
Fe II,1591.1221,20800000.0,D+
Fe IV,1591.51,1030.0,
Fe II,1591.6327,20200000.0,D+
Fe III,1591.803,3040000000.0,D+
Fe II,1591.96,400000.0,
Fe IV,1592.05,1030.0,
Fe III,1592.242,10500000.0,
Fe II,1592.2429,60000000.0,D+
Fe II,1592.362,400000.0,
Fe III,1592.721,2010000000.0,D+
Fe III,1592.721,2010000000.0,
Fe III,1592.913,2010000000.0,
Fe II,1592.93,209000.0,
Fe II,1593.032,305000.0,
Fe II,1593.398,400000.0,
Fe III,1593.5,0.0,D+
Fe III,1593.5,0.0,D+
Fe II,1593.532,700000.0,D+
Fe III,1593.564,60800000.0,
Fe II,1593.6614,20900000.0,D+
Fe V,1593.708,306000.0,C
Fe III,1593.741,2010000000.0,D+
Fe III,1593.897,2010000000.0,
Fe II,1594.11363,80000000.0,D+
Fe II,1594.169,305000.0,
Fe III,1594.406,10500000.0,
Fe III,1594.844,1030000000.0,D+
Fe III,1594.928,20800000.0,
Fe II,1594.968,500000.0,
Fe III,1595.162,20000000.0,
Fe III,1595.18,1030000000.0,D+
Fe III,1595.326,803000.0,D
Fe II,1595.416,800000.0,
Fe II,1595.416,800000.0,D+
Fe II,1595.592,10400000.0,
Fe III,1595.597,103000000000.0,C
Fe III,1595.858,10100000.0,
Fe II,1596.062,10400000.0,
Fe II,1596.257,400000.0,
Fe V,1596.365,102000.0,C
Fe II,1596.6416,70000000.0,D+
Fe IV,1596.67,1020.0,
Fe II,1596.827,800000.0,
Fe II,1596.887,700000.0,
Fe III,1597.03,804000.0,
Fe V,1597.332,105000.0,C
Fe III,1597.631,2010000000.0,D+
Fe II,1597.697,800000.0,
Fe III,1597.817,602000.0,
Fe IV,1598.01,1030.0,
Fe II,1598.216,400000.0,D
Fe III,1598.42,0.0,D+
Fe III,1598.42,0.0,D+
Fe II,1598.465,10300000.0,
Fe II,1598.465,10300000.0,
Fe V,1598.556,300000.0,C
Fe II,1598.648,400000.0,
Fe II,1598.779,10300000.0,
Fe II,1598.779,10300000.0,
Fe V,1598.824,305000.0,C
Fe II,1599.113,400000.0,D
Fe II,1599.249,303000.0,
Fe III,1599.263,602000.0,
