Spectrum,Observed,Rel.,Acc.
C I,1352.745,2060000000.0,E
C I,1354.284,30100000000000.0,C
C I,1355.843,60700000000000.0,B
C I,1357.134,20700000000000.0,C
C I,1357.658,10700000000000.0,C
C I,1358.189,10200000000000.0,
C I,1359.276,30100000000000.0,C
C I,1359.44,604000000000.0,C
C I,1359.547,103000000000.0,
O IV,1342.992,103000.0,B
O IV,1343.512,203000.0,B
Na III,1340.674,80.0,D
Na II,1341.369,3050.0,
Na III,1342.39,90.0,E
Na II,1342.401,2000.0,
Na III,1342.729,1000.0,C+
Na II,1347.21,3050.0,
Na II,1347.543,4050.0,
Na II,1349.602,1050.0,
Na II,1349.876,2050.0,
Na II,1351.799,1020.0,
Na II,1352.118,3050.0,
Na II,1352.904,103000.0,
Na III,1355.281,1010.0,D+
Na VI,1356.35,200000.0,B+
Na II,1359.055,2000.0,
Mg IV,1342.163,1050.0,B
Mg IV,1345.643,80.0,C
Mg III,1346.46,0.0,
Mg IV,1346.543,2050.0,B+
Mg IV,1346.633,1050.0,B
Mg III,1348.342,30.0,
Mg III,1349.132,40.0,
Mg III,1349.365,10.0,
Mg III,1350.156,40.0,D+
Mg IV,1351.62,1030.0,B
Mg IV,1352.02,1060.0,B+
Mg III,1352.8,0.0,
Mg III,1353.804,30.0,
Mg III,1353.915,10.0,
Mg IV,1355.654,40.0,C
Mg IV,1356.108,1030.0,B
Si III,1341.47,80.0,B
Si III,1342.39,70.0,B
Si III,1343.39,60.0,B
Si II,1346.87,100000.0,
Si II,1348.54,100000.0,C
Si II,1350.06,105000.0,C+
Si II,1350.52,2000.0,D+
Si II,1350.66,2000.0,D
Si II,1352.64,100000.0,C
Si II,1353.72,100000.0,C
S I,1340.852,10.0,
S III,1343.222,70.0,B
S III,1343.592,40.0,C+
S III,1350.592,60.0,B
S III,1351.089,20.0,C
S III,1351.089,20.0,C+
S V,1351.435,50.0,B
S III,1353.79,30.0,C+
S I,1356.97,0.0,
S IV,1359.162,10.0,E
Cl I,1347.24,1000000000.0,C+
Cl I,1351.657,50000000.0,C+
Ca II,1341.89,2040.0,
Ca II,1342.54,1020.0,
Ca III,1355.415,10100000.0,C
Ca III,1360.01,10500000.0,C
Fe III,1340.626,10900000.0,
Fe II,1340.911,10500000.0,
Fe III,1341.028,80500000.0,
Fe II,1341.062,500000.0,
Fe II,1341.167,40000000.0,
Fe III,1341.226,507000.0,
Fe II,1341.519,50000000.0,
Fe III,1341.672,402000.0,
Fe II,1342.141,40000000.0,
Fe III,1342.466,80400000.0,D
Fe V,1343.121,604000.0,D+
Fe II,1343.323,50000000.0,
Fe III,1343.328,40600000.0,
Fe II,1343.776,10900000.0,
Fe III,1344.041,507000.0,
Fe II,1344.247,20700000.0,
Fe II,1344.331,50000000.0,
Fe II,1344.614,10500000.0,
Fe II,1344.684,50000000.0,
Fe II,1344.87,10500000.0,
Fe II,1345.083,50000000.0,
Fe II,1345.38,70000000.0,D+
Fe V,1345.611,10300000.0,C
Fe II,1345.611,20000000.0,
Fe II,1345.773,40000000.0,
Fe III,1346.367,20500000.0,
Fe II,1346.826,40000000.0,
Fe II,1347.213,30300000.0,
Fe II,1347.213,30300000.0,
Fe II,1347.265,50000000.0,D
Fe II,1347.301,40000000.0,
Fe II,1348.006,70000000.0,
Fe II,1348.006,70000000.0,
Fe III,1348.014,10000000.0,
Fe V,1348.838,301000.0,C
Fe II,1349.021,400000.0,
Fe II,1349.151,10500000.0,
Fe II,1349.499,10100000.0,
Fe II,1349.584,70000000.0,E
Fe II,1349.789,10200000.0,
Fe II,1350.096,10400000.0,
Fe III,1350.312,60200000.0,
Fe V,1350.535,605000.0,C
Fe V,1350.677,206000.0,C
Fe II,1350.922,40000000.0,
Fe V,1350.948,6040.0,C
Fe II,1351.04,10300000.0,
Fe II,1351.04,10300000.0,
Fe II,1351.217,20700000.0,
Fe II,1351.292,20900000.0,
Fe II,1351.292,20900000.0,D
Fe II,1351.344,10200000.0,
Fe II,1351.483,10000000.0,
Fe V,1351.755,604000.0,C
Fe II,1351.829,700000.0,
Fe II,1352.326,10500000.0,
Fe II,1352.487,70000000.0,
Fe II,1352.487,70000000.0,
Fe III,1352.532,10900000.0,
Fe II,1352.731,70000000.0,D+
Fe II,1352.915,40000000.0,
Fe II,1353.021,70000000.0,
Fe II,1353.021,70000000.0,D
Fe II,1353.293,10200000.0,
Fe II,1353.75,10500000.0,
Fe II,1354.012,40000000.0,D
Fe III,1354.254,60200000.0,
Fe II,1354.461,40000000.0,D
Fe II,1354.676,20700000.0,
Fe II,1354.742,70000000.0,E
Fe V,1354.847,604000.0,C+
Fe II,1354.862,60000000.0,
Fe II,1355.038,20000000.0,
Fe III,1355.263,506000.0,
Fe II,1355.371,800000.0,D
Fe III,1355.456,20500000.0,
Fe V,1355.624,504000.0,C
Fe II,1355.678,10700000.0,
Fe II,1355.966,10500000.0,
Fe III,1356.069,705000.0,D
Fe II,1356.168,20100000.0,
Fe V,1356.232,308000.0,D+
Fe II,1356.49,60000000.0,
Fe II,1356.532,20100000.0,
Fe II,1356.951,20100000.0,
Fe III,1356.975,10400000.0,
Fe III,1356.975,10400000.0,
Fe V,1357.114,604000.0,C
Fe II,1357.146,20100000.0,
Fe II,1357.281,60000000.0,
Fe II,1357.35,50000000.0,
Fe V,1357.675,808000.0,C
Fe V,1357.857,206000.0,D+
Fe III,1358.002,10900000.0,D
Fe V,1358.386,202000.0,C
Fe V,1358.567,603000.0,C
Fe II,1358.931,70000000.0,D+
Fe V,1359.006,10400000.0,B
Fe II,1359.05,70000000.0,D+
Fe II,1359.32,40000000.0,
Fe V,1359.406,906000.0,C
Fe II,1360.233,700000.0,
