Spectrum,Observed,Rel.,Acc.
C I,1600.818,5030000000.0,C
C I,1602.9709,30200000000000.0,B
C I,1606.962,704000000000.0,C
C I,1608.447,902000000000.0,C
C I,1613.375,8020000000000000.0,B
C I,1613.809,8020000000000000.0,B
C I,1614.522,5020000000000000.0,B
N V,1616.33,200000.0,
O II,1616.963,80.0,D
Na II,1594.752,20.0,
Na IV,1596.304,30.0,B+
Na IV,1596.367,60.0,B+
Na IV,1596.401,90.0,B+
Na III,1598.177,1000.0,D
Na II,1604.888,2050.0,
Na II,1607.514,4050.0,
Na IV,1613.948,1000.0,B+
Na IV,1615.922,1010.0,B+
Na II,1617.896,1000.0,
Mg IV,1597.738,40.0,B
Mg IV,1607.108,1060.0,B+
Mg IV,1607.514,1000.0,C+
Mg IV,1610.799,70.0,C
Mg IV,1611.215,1050.0,B+
Mg IV,1617.627,50.0,C+
Si I,1594.55,105000.0,
Si I,1594.93,5000.0,
Si I,1597.95,3000.0,
S II,1600.766,10.0,
Ca III,1595.193,10900000.0,C
Fe III,1594.406,10500000.0,
Fe III,1594.844,1030000000.0,D+
Fe III,1594.928,20800000.0,
Fe II,1594.968,500000.0,
Fe III,1595.162,20000000.0,
Fe III,1595.18,1030000000.0,D+
Fe III,1595.326,803000.0,D
Fe II,1595.416,800000.0,
Fe II,1595.416,800000.0,D+
Fe II,1595.592,10400000.0,
Fe III,1595.597,103000000000.0,C
Fe III,1595.858,10100000.0,
Fe II,1596.062,10400000.0,
Fe II,1596.257,400000.0,
Fe V,1596.365,102000.0,C
Fe II,1596.6416,70000000.0,D+
Fe IV,1596.67,1020.0,
Fe II,1596.827,800000.0,
Fe II,1596.887,700000.0,
Fe III,1597.03,804000.0,
Fe V,1597.332,105000.0,C
Fe III,1597.631,2010000000.0,D+
Fe II,1597.697,800000.0,
Fe III,1597.817,602000.0,
Fe IV,1598.01,1030.0,
Fe II,1598.216,400000.0,D
Fe III,1598.42,0.0,D+
Fe III,1598.42,0.0,D+
Fe II,1598.465,10300000.0,
Fe II,1598.465,10300000.0,
