Spectrum,Observed,Rel.,Acc.
C I,1431.597,3060000000.0,C+
C I,1432.107,4040000000.0,C+
C I,1432.53,3040000000.0,C+
O II,1433.772,60.0,D
O II,1435.943,80.0,C
Na II,1415.762,1000.0,
Na III,1418.559,90.0,E
Na III,1418.559,90.0,D+
Na II,1418.579,2000.0,
Na II,1419.311,1050.0,
Na II,1420.216,1020.0,
Na III,1420.885,1000.0,C
Na II,1421.889,70.0,
Na II,1422.996,1020.0,
Na II,1425.499,70.0,
Na II,1426.048,70.0,
Na II,1428.889,70.0,
Na II,1429.963,1000.0,
Na II,1430.166,70.0,
Na II,1431.015,70.0,
Na II,1431.228,1050.0,
Na II,1435.054,1000.0,
Na II,1435.776,1000.0,
Mg IV,1418.378,90.0,B
Mg III,1421.538,50.0,
Mg III,1422.118,30.0,C
Mg IV,1425.597,80.0,B+
Mg IV,1427.71,1010.0,B+
Mg IV,1429.166,70.0,C+
Mg III,1431.136,1000.0,B
Mg IV,1432.767,1000.0,C+
Mg IV,1434.866,1030.0,B+
Mg III,1435.55,70.0,C
Mg IV,1437.51,1050.0,B+
Mg IV,1437.61,1070.0,B+
Mg IV,1437.76,80.0,C+
Mg IV,1438.244,1050.0,
Si II,1416.97,1000.0,
Si III,1417.24,1030.0,B
Si III,1433.69,60.0,B
Si III,1435.77,80.0,D+
Si III,1436.17,70.0,C+
S III,1415.569,20.0,
S IV,1416.063,50.0,
S VI,1419.381,1000.0,A
S VI,1419.738,3000.0,AA
S IV,1421.654,10.0,
S IV,1423.845,60.0,C+
S VI,1423.845,2000.0,AA
S IV,1424.467,20.0,
S I,1425.0301,80000000.0,C+
S I,1425.219,700000.0,D+
S IV,1431.07,10.0,
S I,1433.28,50000000.0,C+
S I,1433.3105,10500000.0,C
S IV,1435.445,70.0,D
S I,1436.9675,20000000.0,C
Ca III,1420.067,409000.0,
Ca II,1432.5,1020.0,C
Ca II,1433.75,2000.0,C
Ca II,1433.75,2000.0,C
Fe II,1414.941,60000000.0,D
Fe III,1414.943,908000.0,
Fe II,1415.03,20900000.0,
Fe V,1415.146,10100000.0,C
Fe V,1415.196,20000000.0,B
Fe II,1415.391,10100000.0,
Fe II,1415.572,60000000.0,
Fe II,1415.668,10200000.0,
Fe II,1415.763,60000000.0,D+
Fe II,1415.933,40000000.0,
Fe II,1416.071,302000.0,
Fe III,1416.139,400000.0,
Fe V,1416.219,907000.0,C
Fe II,1416.629,60000000.0,D+
Fe II,1416.712,80000000.0,
Fe II,1416.723,60000000.0,
Fe II,1416.723,60000000.0,D
Fe V,1416.832,200000.0,D+
Fe V,1417.001,500000.0,C
Fe II,1417.467,60000000.0,D
Fe II,1417.733,70000000.0,D+
Fe II,1417.985,800000.0,
Fe V,1418.123,10600000.0,C+
Fe II,1418.172,700000.0,
Fe II,1418.287,40000000.0,
Fe II,1418.378,50000000.0,
Fe II,1418.586,40000000.0,
