Spectrum,Observed,Rel.,Acc.
N V,1860.37,9000.0,
O III,1856.62,101000.0,
O III,1872.78,208050.0,
O III,1872.87,208050.0,
Na II,1851.194,7000.0,
Na II,1853.166,8000.0,
Na III,1855.92,1000.0,B+
Na III,1856.71,1000.0,B+
Na II,1857.265,2050.0,
Na II,1857.576,4000.0,
Na III,1860.61,10.0,B
Na III,1861.211,1000.0,B+
Na II,1862.832,2000.0,
Na II,1863.09,2050.0,
Na II,1863.898,1050.0,
Na II,1865.139,3050.0,
Na III,1865.177,80.0,
Na II,1865.433,2000.0,
Na II,1866.452,4050.0,
Na III,1867.517,10.0,B
Na II,1871.517,4000.0,
Na II,1873.369,4050.0,
Na II,1874.098,1050.0,
Mg IV,1853.086,1070.0,B
Mg III,1854.139,20.0,
Mg III,1855.99,0.0,
Mg III,1858.186,1030.0,B
Mg III,1858.451,30.0,
Mg III,1865.388,0.0,
Mg III,1865.636,40.0,
Mg III,1868.225,70.0,B+
Mg III,1872.956,20.0,
Mg III,1873.268,0.0,
Si I,1850.67,500000.0,C+
Si I,1851.79,3000.0,
Si I,1852.46,200000.0,C+
Si I,1853.15,5000.0,C
Si II,1869.32,2000.0,
Si II,1870.23,1050.0,
Si I,1873.1,100000.0,
S IV,1863.016,10.0,D
S IV,1863.016,10.0,
S II,1864.324,10.0,
Cl II,1857.488,500000.0,
Ca II,1850.69,4000.0,C
Ca III,1851.09,300000.0,
Ca III,1860.432,10400000.0,D+
Ca III,1870.263,40100000.0,B
Ca III,1872.367,40100000.0,B
Fe III,1850.583,1040000000.0,
Fe III,1850.672,1040000000.0,
Fe III,1850.917,40200000.0,
Fe III,1851.059,904000.0,D+
Fe I,1851.248,20.0,
Fe III,1851.26,101000000000.0,D
Fe III,1851.26,101000000000.0,C+
Fe I,1851.3802,107040.0,
Fe II,1851.4815,20900000.0,
Fe II,1851.52,30200000.0,D
Fe I,1851.688,10.0,
Fe I,1851.77,0.0,
Fe II,1852.35277,70000000.0,E
Fe III,1852.37,2060000000.0,D
Fe II,1852.424,10200000.0,D+
Fe I,1852.424,30.0,
Fe III,1852.681,6030000000.0,C+
Fe III,1852.827,2060000000.0,
Fe II,1853.0283,20200000.0,E
Fe II,1853.0982,10100000.0,D
Fe III,1853.174,30100000.0,D+
Fe II,1853.3572,20900000.0,E
Fe II,1853.736,10900000.0,
Fe II,1853.7762,20900000.0,E
Fe III,1853.791,40200000.0,
Fe I,1853.8609,1090.0,
Fe II,1853.9875,20300000.0,E
Fe II,1854.1049,10100000.0,D
Fe II,1854.235,10400000.0,
Fe I,1854.3643,4020.0,
Fe III,1854.392,2060000000.0,
Fe II,1854.66186,1000000000.0,E
Fe III,1854.832,10300000000000.0,D+
Fe III,1854.832,10300000000000.0,C
Fe III,1854.832,10300000000000.0,D+
Fe III,1854.989,102000000000.0,D+
Fe II,1854.989,400000.0,
Fe III,1855.155,40300000.0,
Fe I,1855.3173,4080.0,
Fe III,1855.375,1040000000.0,D
Fe III,1855.518,3050000000.0,D+
Fe I,1855.579,302040.0,
Fe I,1855.914,2050.0,
Fe I,1856.2149,5000.0,
Fe II,1856.32022,3000000000.0,B+
Fe III,1856.697,6040000000.0,D
Fe III,1856.697,6040000000.0,C
Fe II,1856.925,20700000.0,
Fe II,1856.925,20700000.0,
Fe I,1856.93,0.0,
Fe II,1857.009,700000.0,
Fe III,1857.078,40300000.0,
Fe III,1857.138,1040000000.0,
Fe I,1857.296,0.0,
Fe II,1857.404,500000.0,
Fe I,1857.4307,3060.0,
Fe I,1857.724,0.0,
Fe I,1857.8163,4000.0,
