Spectrum,Observed,Rel.,Acc.
C I,1313.39,600000000000.0,
C I,1313.462,20000000000000.0,E
C I,1313.633,7050000000.0,
C I,1315.918,10200000000000.0,
C II,1323.908,3080000000.0,A
C II,1323.908,3080000000.0,A
C II,1323.948,7060000000.0,A
C II,1323.948,7060000000.0,A
C I,1328.8332,2020000000000000.0,B
C I,1329.0861,1040000000000000.0,B
C I,1329.0999,1060000000000000.0,B
C I,1329.1233,1000000000000000.0,B
C I,1329.5777,3000000000000000.0,B
C I,1329.6001,1000000000000000.0,B
C II,1334.5323,106000000000.0,A
C II,1335.6628,3010000000.0,A
C II,1335.7079,205000000000.0,A
N I,1319.0,203000.0,B+
N I,1319.68,301050.0,B+
N I,1326.57,101050.0,B
N I,1327.92,101050.0,B
O II,1315.338,80.0,
O II,1315.518,80.0,
O II,1316.15,50.0,
O II,1317.162,1000.0,
O II,1318.269,1020.0,
O II,1319.918,1000.0,
O II,1320.567,1000.0,
O II,1320.957,1020.0,
O II,1321.317,1050.0,
O II,1322.402,90.0,
O II,1323.731,80.0,
Na II,1316.53,1020.0,
Na II,1319.815,3000.0,
Na II,1322.295,1020.0,
Na III,1325.7,30.0,B
Na II,1327.742,5000.0,
Na II,1328.497,1020.0,
Na II,1329.354,3000.0,
Na II,1336.112,2050.0,
Na III,1336.76,70.0,D
Mg III,1314.5,0.0,
Mg III,1318.078,40.0,
Mg III,1320.022,20.0,
Mg III,1327.512,20.0,
Mg III,1329.583,80.0,
Mg IV,1331.592,70.0,C
Mg III,1332.31,20.0,
Mg III,1334.359,60.0,
Mg III,1335.951,10.0,
Mg IV,1336.85,1000.0,C+
S I,1316.5423,30000000.0,C
S I,1316.6183,10800000.0,C
S I,1316.6183,10800000.0,D
S IV,1319.036,60.0,D+
S I,1323.5153,30500000.0,C
S I,1323.522,400000.0,C
S IV,1324.117,30.0,D
S I,1326.6432,30000000.0,C
S III,1328.164,1000.0,B
S III,1328.524,80.0,B
S III,1328.63,40.0,B
S I,1333.792,20.0,
S IV,1334.961,40.0,D
S IV,1335.109,30.0,D
Cl I,1335.726,30000000.0,C
Ca III,1317.699,10700000.0,C
Ca III,1328.945,10400000.0,C
Ca III,1335.129,10800000.0,C
Fe II,1313.343,20300000.0,
Fe II,1313.376,700000.0,
Fe V,1313.585,403000.0,C
Fe II,1314.226,20100000.0,
Fe V,1314.529,10100000.0,D
Fe III,1314.608,10400000.0,
Fe II,1314.962,20600000.0,
Fe III,1315.129,10100000.0,
Fe II,1315.192,400000.0,
Fe III,1315.414,709000.0,
Fe III,1315.56,10100000.0,
Fe III,1315.693,10400000.0,
Fe II,1315.849,20200000.0,
Fe III,1316.162,60500000.0,D
Fe III,1316.222,10400000.0,
Fe III,1316.222,10400000.0,
Fe II,1316.497,40000000.0,D+
Fe II,1317.028,40000000.0,D+
Fe III,1317.165,509000.0,
Fe II,1317.249,50000000.0,
Fe II,1317.249,50000000.0,
Fe II,1317.542,30600000.0,
Fe II,1317.542,30600000.0,D+
Fe V,1317.862,10500000.0,C
Fe II,1318.067,30500000.0,D
Fe V,1318.354,10700000.0,C
Fe V,1318.354,10700000.0,C
Fe II,1318.577,40000000.0,
Fe II,1319.003,40000000.0,
Fe II,1319.165,400000.0,D
Fe III,1319.168,709000.0,
Fe III,1319.318,709000.0,
Fe II,1319.5,400000.0,
Fe II,1319.5,400000.0,
Fe II,1319.5,400000.0,
Fe II,1319.672,40000000.0,
Fe III,1319.873,508000.0,
Fe III,1319.93,40800000.0,
Fe II,1320.062,40000000.0,D
Fe II,1320.062,40000000.0,
Fe III,1320.145,30500000.0,
Fe V,1320.312,307000.0,D
Fe II,1320.404,20100000.0,
Fe V,1320.41,10500000.0,C+
Fe II,1320.563,30300000.0,
Fe II,1320.563,30300000.0,
Fe II,1320.63,50000000.0,
Fe II,1320.63,50000000.0,
Fe II,1320.762,20600000.0,
Fe II,1320.762,20600000.0,D
Fe II,1320.867,90000000.0,
Fe II,1321.098,10900000.0,D
Fe II,1321.335,20100000.0,
Fe V,1321.341,10600000.0,C
Fe III,1321.418,40800000.0,
Fe V,1321.49,10600000.0,C
Fe V,1321.85,501000.0,C
Fe II,1321.888,90000000.0,
Fe II,1321.998,700000.0,
Fe II,1322.712,700000.0,
Fe II,1323.084,30000000.0,D
Fe V,1323.097,5050.0,C
Fe II,1323.26,20700000.0,
Fe II,1323.26,20700000.0,D+
Fe V,1323.269,20100000.0,C+
Fe II,1323.352,10200000.0,D
Fe II,1323.597,20000000.0,
Fe II,1323.597,20000000.0,
Fe II,1323.734,20700000.0,
Fe II,1323.903,10200000.0,
Fe II,1323.903,10200000.0,
Fe II,1324.184,305000.0,
Fe II,1324.184,305000.0,
Fe II,1324.25,20900000.0,D+
Fe II,1324.32,400000.0,
Fe V,1324.403,401000.0,C
Fe III,1324.715,20600000.0,
Fe II,1324.901,500000.0,
Fe III,1324.942,708000.0,
Fe II,1325.065,600000.0,
Fe II,1325.323,800000.0,D
Fe II,1325.447,301000.0,
Fe V,1325.781,604000.0,C
Fe III,1325.846,10400000.0,
Fe III,1325.92,708000.0,
Fe II,1325.995,800000.0,D
Fe III,1326.616,30500000.0,
Fe III,1326.644,508000.0,
Fe III,1326.644,508000.0,
Fe II,1327.085,10600000.0,
Fe V,1327.101,602000.0,C
Fe II,1327.114,10100000.0,
Fe III,1327.136,508000.0,
Fe III,1327.265,30500000.0,
Fe III,1327.265,30500000.0,
Fe II,1327.322,10500000.0,
Fe II,1327.491,10100000.0,
Fe III,1327.548,10400000.0,
Fe II,1327.619,30300000.0,
Fe II,1327.769,500000.0,
Fe II,1327.919,40000000.0,
Fe II,1328.084,800000.0,
Fe II,1328.204,207000.0,
Fe II,1328.474,30300000.0,
Fe II,1328.783,50000000.0,
Fe II,1328.783,50000000.0,
Fe V,1329.025,205000.0,D+
Fe III,1330.35,40700000.0,
Fe V,1330.401,20000000.0,B
Fe II,1330.41,10700000.0,
Fe II,1330.41,10700000.0,
Fe II,1330.41,10700000.0,
Fe III,1330.695,40700000.0,
Fe II,1330.823,600000.0,
Fe II,1330.95,70000000.0,D+
Fe II,1331.107,400000.0,
Fe V,1331.185,707000.0,C
Fe II,1331.401,10700000.0,D
Fe II,1331.594,50000000.0,
Fe V,1331.64,704000.0,C
Fe II,1332.109,50000000.0,
Fe II,1332.326,10000000.0,
Fe VII,1332.381,709000.0,C
Fe V,1332.968,1000.0,D+
Fe II,1333.019,10900000.0,D
Fe II,1333.019,10900000.0,
Fe III,1333.723,30500000.0,
Fe II,1334.522,80000000.0,
Fe II,1334.822,30400000.0,
Fe III,1335.149,10900000.0,
Fe II,1335.268,10800000.0,
Fe II,1335.409,60000000.0,D+
Fe II,1335.834,10200000.0,
Fe II,1335.861,30000000.0,
Fe V,1336.039,403000.0,D
Fe III,1336.216,10000000.0,
Fe II,1336.385,20500000.0,D
Fe III,1336.688,10900000.0,
Fe II,1336.714,40000000.0,
Fe II,1336.714,40000000.0,
Fe V,1337.287,306000.0,C
