Spectrum,Observed,Rel.,Acc.
C I,1751.8271,1060000000000000.0,B+
C II,1760.3954,20200000.0,A
C II,1760.8191,10500000.0,A
C I,1763.906,30500000000000.0,C
N I,1742.729,707050.0,B
N I,1745.252,700000.0,B
N III,1747.848,507000.0,B
N III,1751.218,305000.0,B
N III,1751.657,605000.0,B
O II,1745.726,1050.0,C
O II,1745.897,1020.0,D
O II,1751.289,70.0,
O II,1751.994,70.0,
O III,1760.12,202000.0,
O III,1760.42,101000.0,C+
O III,1763.22,202000.0,
O III,1764.48,202000.0,C+
Na II,1743.309,1050.0,
Na II,1746.996,0.0,
Na II,1752.185,1020.0,
Na III,1755.475,1000.0,
Na VI,1756.961,1000.0,
Na II,1759.572,3000.0,
Na III,1761.018,30.0,
Na III,1761.428,30.0,
Na II,1763.325,70.0,
Na II,1763.841,3000.0,
Mg III,1743.947,20.0,B
Mg IV,1744.674,1040.0,
Mg III,1745.009,10.0,D+
Mg III,1747.561,1020.0,B+
Mg I,1747.794,0.0,C+
Mg III,1748.932,1080.0,A
Mg IV,1749.48,1020.0,B
Mg II,1750.654,4000.0,A
Mg II,1753.456,5000.0,A
Mg III,1757.176,20.0,C+
Mg III,1757.888,50.0,B
Mg III,1761.74,0.0,E
Mg III,1763.805,60.0,B+
Si I,1743.88,3000.0,
Si I,1747.4,5000.0,
Si I,1753.11,3000.0,
Si I,1763.66,5000.0,
Si I,1765.03,4000.0,
S IV,1745.34,70.0,D+
S IV,1748.847,30.0,
S II,1751.188,10.0,
S II,1752.117,10.0,
S II,1753.38,40.0,
S II,1753.758,10.0,
S II,1754.331,80.0,
S II,1755.193,10.0,
S II,1755.193,10.0,
S II,1755.68,10.0,
S II,1757.151,10.0,
S II,1759.12,10.0,
S II,1761.277,10.0,
S IV,1761.715,60.0,
S IV,1762.966,20.0,
S II,1764.085,10.0,
Ca III,1754.153,300000.0,
Ca III,1762.259,10800000.0,D+
Fe II,1741.58816,40000000.0,
Fe III,1742.067,809000.0,
Fe II,1742.5542,500000.0,D
Fe II,1742.707,400000.0,
Fe III,1742.717,90800000.0,
Fe II,1742.718,80000000.0,D+
Fe III,1742.844,70300000.0,D
Fe II,1742.988,400000.0,
Fe II,1743.03,303000.0,
Fe II,1743.264,400000.0,
Fe II,1743.32777,20300000.0,
Fe II,1744.236,20000000.0,
Fe III,1744.242,2000000000.0,D
Fe III,1744.242,2000000000.0,
Fe II,1744.52442,20700000.0,
Fe II,1744.676,400000.0,
Fe II,1744.676,400000.0,
Fe III,1744.943,10600000.0,D
Fe II,1744.991,900000.0,
Fe II,1744.991,900000.0,
Fe II,1745.0561,208000.0,
Fe II,1745.247,80000000.0,
Fe III,1745.639,2050000000.0,D+
Fe III,1746.144,607000.0,
Fe III,1746.144,607000.0,
Fe III,1746.144,607000.0,
Fe III,1746.625,50500000.0,D
Fe II,1746.8173,500000000000.0,C+
Fe II,1746.944,40000000.0,D+
Fe III,1746.973,10600000.0,
Fe III,1746.973,10600000.0,
Fe III,1747.272,90000000.0,D
Fe III,1748.186,1070000000.0,
Fe III,1748.453,50500000.0,D
Fe III,1748.554,10200000.0,
Fe II,1748.89,50000000.0,D+
Fe III,1749.058,1010000000.0,D
Fe II,1749.174,500000.0,
Fe II,1749.219,302000.0,
Fe II,1749.3567,1050000000.0,C+
Fe III,1749.386,50500000.0,D
Fe III,1749.386,50500000.0,
Fe II,1749.6032,1090000000.0,B+
Fe II,1749.7787,1090000000.0,B+
Fe III,1750.035,40100000.0,
Fe III,1750.196,50500000.0,D
Fe III,1750.322,70500000.0,
Fe III,1750.384,70500000.0,
Fe III,1751.088,1000000000.0,D
Fe III,1751.344,10700000.0,
Fe III,1751.432,608000.0,
Fe III,1752.347,50600000.0,D
Fe III,1753.468,1050000000.0,
Fe II,1753.867,204000.0,
Fe II,1754.795,10100000.0,
Fe III,1755.583,1000000000.0,
Fe II,1755.85,10500000.0,D
Fe II,1755.885,900000.0,
Fe II,1755.885,900000.0,
Fe II,1756.175,400000.0,D
Fe III,1756.634,609000.0,
Fe II,1757.7409,1080000000.0,B+
Fe I,1757.829,30.0,
Fe II,1758.0619,1080000000.0,B+
Fe I,1758.355,10.0,
Fe I,1758.443,0.0,
Fe III,1758.591,1000000000.0,D
Fe I,1758.914,0.0,
Fe II,1759.045,400000.0,
Fe III,1759.227,20300000.0,
Fe II,1759.775,40000000.0,
Fe II,1759.99,400000.0,
Fe IV,1761.08,1030.0,
Fe II,1761.3719,107000000000.0,C+
Fe III,1761.603,50700000.0,
Fe I,1761.7,0.0,
Fe I,1762.037,10.0,
Fe I,1762.666,30.0,
Fe III,1762.825,700000.0,
Fe I,1762.91,0.0,
Fe II,1762.977,40000000.0,D
Fe II,1763.304,700000.0,
Fe I,1763.304,30.0,
Fe I,1763.444,10.0,
Fe III,1764.021,40300000.0,
Fe III,1764.021,40300000.0,
Fe II,1764.116,80000000.0,D+
Fe I,1764.156,10.0,
Fe III,1764.384,20300000.0,
Fe II,1764.591,304000.0,
Fe III,1764.645,70800000.0,
Fe III,1764.739,701000.0,D
Fe II,1764.892,304000.0,
Fe IV,1764.92,1020.0,
Fe II,1765.141,500000.0,
