Spectrum,Observed,Rel.,Acc.
C I,1561.33893,1e+19,A
C I,1561.34,1010000000000000.0,A
C I,1561.43727,1.02e+21,A
O II,1563.15,30.0,
O II,1563.485,30.0,
O II,1564.329,1000.0,C
O II,1564.463,50.0,D
O II,1578.384,50.0,
Na III,1562.87,1010.0,D+
Na III,1563.61,30.0,E
Na III,1565.294,1000.0,D+
Na III,1565.294,1000.0,E
Na II,1565.838,1020.0,
Na II,1566.262,1020.0,
Na II,1568.673,1000.0,
Na II,1569.264,2000.0,
Na II,1570.024,1020.0,
Na II,1571.205,70.0,
Na II,1573.43,1000.0,
Na II,1574.11,1020.0,
Na II,1574.664,70.0,
Na II,1575.039,1000.0,
Na II,1575.749,1050.0,
Na II,1576.118,1020.0,
Na III,1577.9,90.0,E
Na II,1578.807,1020.0,
Na II,1578.807,1020.0,
Na III,1579.117,80.0,D
Na II,1579.18,1050.0,
Na II,1579.408,1020.0,
Na II,1579.993,2000.0,
Na IV,1580.233,90.0,B+
Na IV,1580.5,1000.0,B+
Na II,1581.108,2050.0,
Na II,1581.835,2000.0,
Na IV,1582.121,40.0,B
Na IV,1582.182,1010.0,B
Na IV,1582.326,1000.0,B
Na IV,1582.613,80.0,B
Na IV,1583.91,50.0,B
Na IV,1583.977,1010.0,B
Na IV,1584.141,1020.0,B+
Na II,1584.173,2000.0,
Mg III,1572.712,1060.0,B+
Mg IV,1578.537,70.0,B
Si II,1562.45,1000.0,
Si II,1562.85,1050.0,
Si II,1563.77,1000.0,
Si I,1573.87,5000.0,
Si I,1574.82,5000.0,
S V,1572.231,70.0,D+
S V,1572.231,70.0,D+
S V,1572.377,50.0,D+
S III,1577.434,90.0,B+
S I,1583.683,10.0,
Cl II,1565.05,500000.0,
Ca III,1562.473,1080000000.0,B
Ca III,1571.268,60000000.0,C
Fe III,1561.179,1060000000.0,D+
Fe III,1561.179,1060000000.0,D+
Fe III,1561.359,60500000.0,
Fe II,1561.398,1000000000.0,
Fe V,1561.978,4040.0,D+
Fe II,1562.007,500000.0,
Fe II,1562.268,70000000.0,D+
Fe II,1562.268,70000000.0,
Fe II,1562.407,500000.0,
Fe IV,1562.46,1020.0,
Fe II,1562.5813,10200000.0,
Fe II,1563.622,400000.0,
Fe V,1563.778,308000.0,C
Fe II,1563.79062,108000000000.0,D+
Fe V,1563.934,300000.0,C
