Spectrum,Observed,Rel.,Acc.
N I,1411.94,306000.0,A
O II,1392.806,40.0,
O II,1396.304,80.0,
Na II,1392.072,1050.0,
Na II,1392.316,1000.0,
Na II,1392.94,1050.0,
Na II,1395.193,1000.0,
Na II,1398.143,1020.0,
Na II,1399.07,3000.0,
Na II,1399.86,1020.0,
Na II,1404.675,9000.0,
Na II,1406.85,1050.0,
Na II,1407.308,2050.0,
Na II,1410.374,1020.0,
Na II,1411.536,70.0,
Na II,1415.762,1000.0,
Mg III,1393.391,1050.0,B+
Mg IV,1394.356,50.0,C
Mg III,1395.642,20.0,
Mg IV,1398.795,10.0,
Mg III,1402.82,0.0,
Mg IV,1404.663,1060.0,B+
Mg III,1405.17,90.0,C+
Mg III,1407.88,70.0,
Mg IV,1409.339,1080.0,B+
Mg IV,1413.868,60.0,B
Si IV,1393.76,1050.0,A+
Si IV,1402.77,1020.0,A+
Si II,1409.07,1000.0,
Si II,1410.22,2000.0,D+
S I,1392.5878,2050000000.0,D
S I,1396.1122,5000000000.0,D
S III,1396.556,10.0,D
S IV,1398.045,10.0,D+
S I,1401.5136,10500000.0,C
S III,1402.053,30.0,C+
S III,1402.473,30.0,C+
S IV,1403.553,10.0,
S IV,1404.808,30.0,C+
S IV,1406.009,60.0,C+
S III,1408.339,10.0,C+
S III,1408.459,20.0,C+
S I,1409.3369,20000000.0,C
S I,1412.8726,10500000.0,D+
S IV,1413.023,10.0,
S I,1414.368,10.0,
S III,1415.569,20.0,
Cl I,1396.527,1020000000.0,D
Ca III,1397.687,20300000.0,B
Fe III,1391.792,40400000.0,D
Fe II,1391.799,700000.0,
Fe II,1391.95,20600000.0,
Fe II,1391.95,20600000.0,
Fe III,1391.997,80100000.0,
Fe II,1392.011,10400000.0,
Fe II,1392.138,80000000.0,D+
Fe III,1392.194,20400000.0,
Fe V,1392.269,501000.0,C+
Fe III,1392.516,909000.0,
Fe III,1392.576,909000.0,
Fe II,1392.773,30100000.0,
Fe V,1392.941,207000.0,C
Fe II,1393.069,10900000.0,
Fe V,1393.073,10100000.0,C
Fe II,1393.217,80000000.0,
