Spectrum,Observed,Rel.,Acc.
C II,1760.3954,20200000.0,A
C II,1760.8191,10500000.0,A
C I,1763.906,30500000000000.0,C
C I,1765.373,10800000000000.0,D
O III,1760.12,202000.0,
O III,1760.42,101000.0,C+
O III,1763.22,202000.0,
O III,1764.48,202000.0,C+
O III,1767.78,705000.0,
O III,1768.24,505000.0,
O III,1771.67,306000.0,
O III,1773.0,101000.0,C+
O III,1773.85,101000.0,
Na III,1755.475,1000.0,
Na VI,1756.961,1000.0,
Na II,1759.572,3000.0,
Na III,1761.018,30.0,
Na III,1761.428,30.0,
Na II,1763.325,70.0,
Na II,1763.841,3000.0,
Na III,1766.7,80.0,
Na II,1768.603,70.0,
Na II,1769.878,3000.0,
Na III,1771.35,20.0,
Na II,1773.55,1020.0,
Mg II,1753.456,5000.0,A
Mg III,1757.176,20.0,C+
Mg III,1757.888,50.0,B
Mg III,1761.74,0.0,E
Mg III,1763.805,60.0,B+
Mg III,1772.982,1050.0,A
Mg III,1773.959,10.0,
Mg III,1775.942,20.0,C+
Si I,1753.11,3000.0,
Si I,1763.66,5000.0,
Si I,1765.03,4000.0,
Si I,1765.6,3000.0,
Si I,1766.06,3000.0,
Si I,1770.63,3000.0,
Si I,1770.92,100000.0,
S II,1753.38,40.0,
S II,1753.758,10.0,
S II,1754.331,80.0,
S II,1755.193,10.0,
S II,1755.193,10.0,
S II,1755.68,10.0,
S II,1757.151,10.0,
S II,1759.12,10.0,
S II,1761.277,10.0,
S IV,1761.715,60.0,
S IV,1762.966,20.0,
S II,1764.085,10.0,
S II,1770.121,10.0,
S V,1770.162,40.0,D+
S II,1770.363,10.0,
S II,1771.081,10.0,
S II,1773.043,10.0,
S II,1773.534,10.0,
S IV,1773.706,10.0,
S IV,1774.169,10.0,
Ca III,1754.153,300000.0,
Ca III,1762.259,10800000.0,D+
Ca III,1773.241,10000000.0,C
Fe III,1752.347,50600000.0,D
Fe III,1753.468,1050000000.0,
Fe II,1753.867,204000.0,
Fe II,1754.795,10100000.0,
Fe III,1755.583,1000000000.0,
Fe II,1755.85,10500000.0,D
Fe II,1755.885,900000.0,
Fe II,1755.885,900000.0,
Fe II,1756.175,400000.0,D
Fe III,1756.634,609000.0,
Fe II,1757.7409,1080000000.0,B+
Fe I,1757.829,30.0,
Fe II,1758.0619,1080000000.0,B+
Fe I,1758.355,10.0,
Fe I,1758.443,0.0,
Fe III,1758.591,1000000000.0,D
Fe I,1758.914,0.0,
Fe II,1759.045,400000.0,
Fe III,1759.227,20300000.0,
Fe II,1759.775,40000000.0,
Fe II,1759.99,400000.0,
Fe IV,1761.08,1030.0,
Fe II,1761.3719,107000000000.0,C+
Fe III,1761.603,50700000.0,
Fe I,1761.7,0.0,
Fe I,1762.037,10.0,
Fe I,1762.666,30.0,
Fe III,1762.825,700000.0,
Fe I,1762.91,0.0,
Fe II,1762.977,40000000.0,D
Fe II,1763.304,700000.0,
Fe I,1763.304,30.0,
Fe I,1763.444,10.0,
Fe III,1764.021,40300000.0,
Fe III,1764.021,40300000.0,
Fe II,1764.116,80000000.0,D+
Fe I,1764.156,10.0,
Fe III,1764.384,20300000.0,
Fe II,1764.591,304000.0,
Fe III,1764.645,70800000.0,
Fe III,1764.739,701000.0,D
Fe II,1764.892,304000.0,
Fe IV,1764.92,1020.0,
Fe II,1765.141,500000.0,
Fe I,1765.275,20.0,
Fe II,1765.324,40000000.0,D
Fe I,1765.471,0.0,
Fe I,1765.542,0.0,
Fe II,1765.847,500000.0,
Fe III,1766.797,701000.0,
Fe II,1766.808,800000.0,
Fe IV,1767.36,1020.0,
Fe II,1767.533,30100000.0,
Fe II,1767.533,30100000.0,
Fe II,1768.473,202000.0,
Fe I,1768.611,10.0,
Fe II,1768.682,700000.0,
Fe II,1769.1409,1060000000.0,
Fe II,1769.2736,1060000000.0,B+
Fe I,1769.385,0.0,
Fe II,1769.6642,60000000.0,B+
Fe I,1769.82,10.0,
Fe II,1769.992,10300000.0,D+
Fe III,1770.251,5020000000.0,C
Fe III,1770.56,102000000000.0,D+
Fe III,1770.94,80000000.0,
Fe III,1771.048,20400000.0,
Fe II,1771.57,209000.0,
Fe III,1771.723,702000.0,
Fe II,1771.893,304000.0,E
Fe II,1771.957,40000000.0,D
Fe III,1771.982,2080000000.0,
Fe III,1772.102,80000000.0,D
Fe II,1772.5123,8000000000.0,D+
Fe III,1772.829,10800000.0,
Fe III,1773.099,2000000000.0,D
Fe II,1773.193,500000.0,E
Fe II,1773.457,304000.0,E
Fe III,1773.462,703000.0,
Fe III,1773.652,30300000.0,
Fe II,1773.758,500000.0,
Fe III,1773.825,1010000000.0,
Fe III,1773.825,1010000000.0,D
Fe II,1773.937,303000.0,
Fe II,1773.99,304000.0,E
Fe III,1774.164,1010000000.0,
Fe II,1774.4655,40000000.0,
Fe III,1775.263,2000000000.0,
Fe III,1775.418,80100000.0,
Fe III,1775.564,1050000000.0,
Fe I,1775.684,10.0,
Fe III,1775.993,102000000000.0,D+
Fe III,1775.993,102000000000.0,D+
Fe II,1775.997,20800000.0,
Fe III,1776.148,704000.0,
Fe II,1776.278,303000.0,
