Spectrum,Observed,Rel.,Acc.
N III,1387.371,105000.0,B
O V,1371.292,604000.0,A+
O II,1373.437,70.0,D
O II,1373.595,80.0,C
O II,1376.826,40.0,D
Na III,1372.34,1010.0,C+
Na II,1373.451,1050.0,
Na II,1374.688,9000.0,
Na II,1375.618,1050.0,
Na II,1380.623,1020.0,
Na II,1381.236,3000.0,
Na II,1381.633,1020.0,
Na II,1384.794,1000.0,
Na II,1385.296,1000.0,
Na II,1385.465,1020.0,
Na II,1386.076,1000.0,
Na II,1392.072,1050.0,
Na II,1392.316,1000.0,
Mg II,1369.425,1080.0,B
Mg IV,1371.033,1040.0,B
Mg III,1371.769,20.0,
Mg IV,1373.187,1030.0,B
Mg IV,1375.497,1020.0,B
Mg III,1376.713,30.0,
Mg IV,1377.373,70.0,B
Mg III,1378.7,70.0,C+
Mg III,1378.891,10.0,
Mg IV,1382.544,1060.0,B+
Mg IV,1384.425,2000.0,B+
Mg IV,1385.74,1060.0,B+
Mg IV,1386.155,60.0,C
Mg III,1386.691,10.0,
Mg IV,1387.494,1070.0,B+
Mg III,1389.504,20.0,
Mg III,1391.271,1020.0,
Si III,1369.44,50.0,C+
Si III,1373.03,50.0,B
Si III,1387.99,50.0,D+
S IV,1368.843,80.0,D
S IV,1368.843,80.0,D+
S IV,1370.585,60.0,D
S V,1371.614,10.0,C+
S V,1371.883,10.0,B
S III,1373.156,60.0,B
S V,1379.069,10.0,C+
S V,1379.432,20.0,B
S I,1381.5521,2050000000.0,D
S I,1385.041,10.0,
S I,1385.51,2000000000.0,D
S I,1388.4347,4050000000.0,D
S I,1389.1538,1050000000.0,D
S V,1389.254,20.0,B
S III,1390.726,50.0,C+
Cl I,1373.116,20500000.0,D
Cl I,1379.528,2000000000.0,D
Cl I,1389.693,2050000000.0,D
Cl I,1389.957,2000000000.0,D
Ca III,1378.584,500000.0,
Ca III,1385.426,20200000.0,C
Fe II,1368.568,70000000.0,
Fe II,1368.568,70000000.0,D+
