Spectrum,Observed,Rel.,Acc.
Na II,1529.208,1050.0,
Na II,1531.497,2000.0,
Na II,1533.176,1000.0,
Na II,1534.163,1000.0,
Na IV,1534.475,1020.0,B
Na II,1534.538,2050.0,
Na II,1534.737,1020.0,
Si II,1533.45,10000000.0,C+
S IV,1534.089,20.0,D
S IV,1534.935,10.0,D
S II,1535.188,10.0,
S II,1536.939,10.0,
Cl IV,1537.21,300000.0,
Ca III,1528.866,10900000.0,C
Fe II,1528.741,700000.0,D
Fe III,1528.88,2000000000.0,D
Fe II,1528.987,10000000.0,D
Fe II,1528.987,10000000.0,
Fe III,1528.987,506000.0,
Fe II,1529.447,700000.0,
Fe II,1529.507,10300000.0,
Fe III,1529.764,6070000000.0,B
Fe II,1529.8701,10900000.0,
Fe III,1530.22,4000000000.0,D
Fe III,1530.22,4000000000.0,
Fe IV,1530.26,1030.0,
Fe II,1530.264,10800000.0,
Fe II,1530.264,10800000.0,
Fe III,1530.431,1050000000.0,D+
Fe III,1530.432,60200000.0,D
Fe II,1530.4382,40000000.0,D+
Fe V,1530.439,602000.0,C
Fe II,1530.674,700000.0,
Fe II,1531.13,106000.0,
Fe III,1531.293,103000000000.0,C
Fe III,1531.479,80400000.0,
Fe II,1531.6162,30400000.0,D+
Fe III,1531.644,207000000000.0,C+
Fe III,1531.644,207000000000.0,D+
Fe III,1531.864,109000000000.0,D+
Fe III,1531.864,109000000000.0,C+
Fe III,1531.87,2010000000.0,
Fe III,1531.87,2010000000.0,
Fe II,1532.1,206000.0,
Fe II,1532.295,200000.0,D
Fe V,1532.33,305000.0,C
Fe III,1532.349,706000.0,
Fe III,1532.349,706000.0,
Fe II,1532.5275,20900000.0,
Fe V,1532.625,10000000.0,C
Fe IV,1532.63,1040.0,
Fe II,1532.813,70000000.0,D+
Fe II,1532.89,800000.0,
Fe IV,1532.91,1030.0,
Fe III,1533.004,20500000.0,
Fe III,1533.159,30400000.0,
Fe V,1533.413,600000.0,C
Fe III,1533.439,100000000000.0,B
Fe IV,1533.86,1050.0,
Fe II,1533.907,10600000.0,
Fe IV,1533.95,1030.0,
Fe II,1534.278,700000.0,
Fe III,1534.376,20500000.0,
Fe III,1534.44,706000.0,
Fe II,1534.845,10400000.0,
Fe II,1534.925,500000.0,
Fe V,1535.034,90.0,
Fe III,1535.043,402000.0,D
Fe III,1535.421,101000000000.0,B
Fe III,1535.905,60300000.0,
Fe III,1536.073,707000.0,
Fe III,1536.336,10000000.0,
Fe III,1536.421,5030000000.0,C+
Fe IV,1536.58,1040.0,
Fe III,1536.591,3030000000.0,C
Fe III,1536.64,4010000000.0,C+
Fe III,1536.83,2070000000.0,C+
Fe III,1537.008,402000.0,
Fe III,1537.268,402000.0,D
Fe III,1537.452,80500000.0,
Fe III,1537.497,10400000.0,D
Fe II,1538.01,700000.0,
Fe II,1538.036,30200000.0,
Fe II,1538.263,500000.0,
Fe IV,1538.29,1020.0,
Fe III,1538.505,402000.0,D
Fe II,1538.538,700000.0,
Fe II,1538.631,40000000.0,
Fe III,1538.632,501000000000.0,B
Fe III,1538.88,10900000.0,
