Spectrum,Observed,Rel.,Acc.
N III,1885.06,305000.0,C+
N III,1885.22,400000.0,C+
O III,1872.78,208050.0,
O III,1872.87,208050.0,
O III,1874.94,208050.0,
O II,1882.159,80.0,
O II,1882.4,90.0,
O II,1884.35,90.0,
O II,1885.246,80.0,
O II,1886.652,60.0,
O II,1889.246,50.0,
O II,1893.789,80.0,D
Na II,1871.517,4000.0,
Na II,1873.369,4050.0,
Na II,1874.098,1050.0,
Na II,1875.075,6000.0,
Na III,1875.522,1000.0,
Na III,1876.155,80.0,
Na II,1877.365,2000.0,
Na III,1879.16,40.0,
Na II,1879.24,3000.0,
Na II,1879.24,3000.0,
Na II,1880.04,2050.0,
Na III,1880.663,1000.0,
Na II,1881.09,3050.0,
Na II,1881.912,106000.0,
Na II,1883.46,2000.0,
Na II,1883.804,2000.0,
Na III,1884.69,30.0,
Na II,1885.091,5000.0,
Na II,1885.742,4050.0,
Na III,1886.96,80.0,
Na III,1886.96,80.0,
Na III,1887.32,40.0,
Na III,1887.39,1000.0,
Na III,1887.472,2000.0,B
Na III,1888.375,80.0,
Na II,1889.317,3000.0,
Na III,1890.59,30.0,
Na III,1890.754,1050.0,
Na III,1892.01,10.0,C+
Na III,1892.01,10.0,
Mg III,1872.956,20.0,
Mg III,1873.268,0.0,
Mg IV,1874.576,2020.0,B+
Mg III,1879.492,1020.0,B+
Mg III,1882.308,30.0,
Mg III,1886.764,10.0,
Mg III,1887.308,40.0,B
Mg III,1890.38,70.0,
Mg III,1891.97,30.0,
Mg IV,1893.888,2050.0,B+
Si I,1873.1,100000.0,
Si I,1874.84,500000.0,D
Si I,1875.81,100000.0,
Si I,1881.85,200000.0,D+
Si I,1887.7,200000.0,
Si I,1893.25,200000.0,
S II,1880.134,10.0,
S II,1882.647,10.0,
S IV,1884.833,10.0,D+
Ca III,1872.367,40100000.0,B
Ca III,1876.915,4020.0,
Ca III,1894.124,10300000.0,C
Ca III,1894.582,400000.0,
Fe II,1871.058,20200000.0,
Fe II,1871.071,10800000.0,
Fe III,1871.155,102000000000.0,C
Fe II,1871.1897,10700000.0,E
Fe III,1871.335,2070000000.0,D+
Fe III,1871.443,2000000000.0,
Fe III,1871.57,20500000.0,
Fe II,1871.845,109000.0,
Fe I,1871.8912,3040.0,
Fe III,1872.216,102000000000.0,C+
Fe I,1872.3708,109010.0,
Fe III,1872.524,3070000000.0,
Fe III,1872.524,3070000000.0,
Fe II,1872.64216,1070000000.0,C+
Fe II,1872.789,301000.0,
Fe II,1872.9297,800000.0,
Fe II,1872.9782,20000000.0,E
Fe III,1872.997,60100000.0,
Fe I,1873.0575,104080.0,
Fe I,1873.258,101020.0,
Fe III,1873.27,10400000.0,
Fe II,1873.363,600000.0,
Fe III,1873.424,20500000.0,D
Fe III,1873.549,2070000000.0,D
Fe III,1873.777,10000000.0,
Fe II,1873.854,206000.0,
Fe IV,1874.23,1020.0,
Fe III,1874.342,60100000.0,D
Fe I,1874.897,10.0,
Fe II,1874.9711,40000000.0,D
Fe II,1875.1355,20700000.0,
Fe I,1875.1587,2000.0,
Fe II,1875.214,800000.0,
Fe II,1875.422,700000.0,
Fe II,1875.5319,700000.0,
Fe I,1875.697,0.0,
Fe I,1876.1475,2010.0,
Fe II,1876.2127,50000000.0,D+
Fe III,1876.368,1050000000.0,
Fe III,1876.368,1050000000.0,
Fe I,1876.4196,7080.0,
Fe II,1876.5585,30400000.0,
Fe II,1876.839,2030000000.0,D+
Fe I,1877.1684,5000.0,
Fe II,1877.4657,3050000000.0,C+
Fe III,1877.469,9020000000.0,
Fe II,1877.7158,40000000.0,E
Fe II,1877.7859,10400000.0,E
Fe II,1877.95,400000.0,
Fe III,1877.999,9020000000.0,C+
Fe II,1878.05387,80000000.0,E
Fe I,1878.1044,1060.0,
Fe II,1878.2181,20100000.0,
Fe II,1878.3882,60000000.0,D
Fe III,1878.544,2010000000.0,D
Fe I,1878.8478,4050.0,
Fe II,1878.8921,10900000.0,
Fe I,1879.3806,3090.0,
Fe II,1879.8539,800000.0,
Fe III,1880.024,2080000000.0,
Fe II,1880.0501,1010000000.0,D+
Fe I,1880.1405,5020.0,
Fe II,1880.1902,10200000.0,
Fe II,1880.2606,900000.0,
Fe II,1880.52841,60000000.0,
Fe III,1880.603,6090000000.0,D
Fe III,1880.603,6090000000.0,
Fe III,1880.711,9030000000.0,D+
Fe II,1880.9725,2000000000.0,D+
Fe III,1881.191,6090000000.0,C+
Fe II,1881.203,10200000.0,E
Fe I,1881.3114,101020.0,
Fe II,1881.3797,10200000.0,E
Fe III,1881.587,2080000000.0,D+
Fe II,1881.889,500000.0,
Fe II,1881.889,500000.0,
Fe I,1882.036,0.0,
Fe III,1882.054,301000000000.0,C
Fe III,1882.054,301000000000.0,D
Fe II,1882.056,20600000.0,
Fe III,1882.366,9030000000.0,C+
Fe III,1882.866,10400000.0,
Fe III,1882.994,3080000000.0,
Fe III,1883.205,2010000000.0,D
Fe II,1883.3798,20900000.0,
Fe III,1883.401,2010000000.0,
Fe II,1883.6489,30000000.0,
Fe I,1883.6797,1060.0,
Fe I,1883.7788,4090.0,
Fe III,1883.824,3080000000.0,D+
Fe I,1883.9225,6060.0,
Fe II,1884.1181,20000000.0,E
Fe II,1884.1989,10100000.0,
Fe III,1884.239,2010000000.0,D
Fe II,1884.3998,600000.0,E
Fe III,1884.602,107000000000.0,C
Fe I,1884.684,0.0,
Fe II,1884.7294,20900000.0,E
Fe III,1884.849,1050000000.0,
Fe II,1884.862,0.0,E
Fe III,1884.926,20600000.0,
Fe III,1885.009,2010000000.0,
Fe III,1885.139,9040000000.0,B
Fe II,1885.142,20000000.0,
Fe I,1885.1766,1010.0,
Fe III,1885.426,1050000000.0,
Fe II,1885.5493,400000.0,
Fe I,1885.741,0.0,
Fe I,1885.9073,4010.0,
Fe III,1885.965,9040000000.0,C
Fe II,1885.9876,30300000.0,E
Fe II,1886.2576,40000000.0,E
Fe II,1886.3197,600000.0,D
Fe III,1886.609,7000000000.0,D+
Fe II,1886.764,108000.0,
Fe III,1886.768,301000000000.0,C+
Fe III,1886.768,301000000000.0,
Fe II,1886.8339,500000.0,
Fe II,1887.047,20100000.0,
Fe I,1887.047,0.0,
Fe III,1887.074,2010000000.0,
Fe III,1887.074,2010000000.0,
Fe III,1887.208,5020000000.0,C
Fe II,1887.3034,20800000.0,
Fe III,1887.481,7000000000.0,D+
Fe III,1887.481,7000000000.0,D
Fe III,1887.481,7000000000.0,D+
Fe II,1887.484,20200000.0,
Fe III,1887.746,3080000000.0,B
Fe III,1887.746,3080000000.0,D
Fe I,1887.7646,205010.0,
Fe II,1887.9973,40000000.0,
Fe II,1888.1881,10100000.0,
Fe III,1888.267,2010000000.0,C
Fe I,1888.3219,100000.0,
Fe II,1888.691,207000.0,
Fe II,1888.73442,4000000000.0,C+
Fe II,1888.782,500000.0,
Fe II,1889.026,206000.0,
Fe II,1889.2508,10000000.0,
Fe III,1889.465,7000000000.0,D+
Fe III,1889.465,7000000000.0,
Fe II,1889.5216,20800000.0,
Fe I,1889.64,0.0,
Fe II,1889.64,205000.0,
Fe III,1889.741,3090000000.0,D+
Fe II,1889.807,206000.0,
Fe II,1889.835,205000.0,
Fe II,1889.8752,800000.0,E
Fe I,1889.8978,5050.0,
Fe II,1890.002,109000.0,
Fe II,1890.256,600000.0,
Fe III,1890.504,10100000.0,
Fe II,1890.64143,50000000.0,
Fe III,1890.678,10400000000000.0,B
Fe II,1890.7795,10000000.0,
Fe III,1890.888,2090000000.0,
Fe III,1890.888,2090000000.0,
Fe II,1890.9833,10000000.0,
Fe II,1891.0513,10800000.0,
Fe III,1891.081,3090000000.0,C
Fe II,1891.0865,10300000.0,E
Fe III,1891.193,3090000000.0,D+
Fe II,1891.2079,10100000.0,
Fe III,1891.338,2010000000.0,D
Fe III,1891.525,9050000000.0,C
Fe III,1891.525,9050000000.0,C+
Fe III,1891.525,9050000000.0,D
Fe III,1891.723,60400000.0,D+
Fe I,1891.7438,2040.0,
Fe III,1891.903,2090000000.0,
Fe III,1892.072,7010000000.0,C+
Fe II,1892.073,10300000.0,
Fe III,1892.144,7010000000.0,D+
Fe II,1892.169,10800000.0,
Fe III,1892.25,9050000000.0,C
Fe III,1892.355,3090000000.0,D+
Fe III,1892.483,2090000000.0,D
Fe III,1892.609,2010000000.0,
Fe I,1892.689,0.0,
Fe III,1892.753,40800000.0,
Fe I,1892.853,0.0,
Fe III,1892.897,5020000000.0,D
Fe III,1892.897,5020000000.0,C
Fe II,1892.9223,600000.0,D
Fe III,1893.116,3090000000.0,C
Fe III,1893.311,80700000.0,
Fe II,1893.636,20800000.0,
Fe III,1893.727,30500000.0,
Fe III,1893.978,302000000000.0,B
Fe II,1894.0186,80000000.0,D+
Fe II,1894.0319,700000.0,E
Fe III,1894.256,9060000000.0,D+
Fe III,1894.256,9060000000.0,D+
Fe III,1894.515,2090000000.0,
Fe III,1894.689,2010000000.0,B
Fe III,1894.986,3090000000.0,D+
