Spectrum,Observed,Rel.,Acc.
C I,1541.52,307000000000.0,
C I,1542.176,10800000000000.0,C+
C I,1543.959,400000000000.0,
C I,1545.247,308000000000.0,
C IV,1548.202,10000000.0,A
C IV,1550.774,900000.0,A
N V,1549.336,9000.0,A
Na IV,1542.46,0.0,B
Na IV,1542.46,0.0,B
Na IV,1542.46,0.0,C+
Na III,1542.46,90.0,D
Na II,1543.665,1020.0,
Na II,1547.066,1050.0,
Na II,1549.392,2000.0,
Na II,1549.507,2000.0,
Na II,1549.507,2000.0,
Na II,1550.095,1050.0,
Na II,1550.348,2000.0,
Na II,1551.793,2000.0,
Na II,1552.203,2000.0,
Na II,1556.37,1050.0,
Na II,1556.753,1020.0,
Na II,1557.557,70.0,
Mg III,1550.82,0.0,B+
S II,1541.504,10.0,
S II,1546.662,10.0,
S IV,1546.695,10.0,
S II,1547.906,10.0,
S II,1550.14,20.0,
Cl II,1542.942,500000.0,
Cl IV,1545.19,200000.0,
Cl IV,1549.15,200000.0,
Cl II,1558.144,500000.0,
Ca III,1545.294,2020000000.0,B
Ca II,1553.18,2000.0,C
Ca II,1554.64,3020.0,C
Ca II,1554.64,3020.0,C
Ca III,1555.527,1000000000.0,B
Fe III,1541.818,105000000000.0,B
Fe II,1541.98,400000.0,
Fe IV,1542.16,1030.0,
Fe III,1542.165,1050000000.0,D
Fe II,1542.509,400000.0,D
Fe III,1542.607,60300000.0,D
Fe III,1542.625,2080000000.0,D+
Fe IV,1542.7,1040.0,
Fe II,1542.701,700000.0,
Fe III,1542.965,3090000000.0,D+
Fe V,1543.234,906000.0,C
Fe II,1543.236,10300000.0,
Fe III,1543.454,10000000.0,
Fe III,1543.64,201000000000.0,B
Fe II,1543.899,10600000.0,
Fe III,1544.067,8040000000.0,C
Fe III,1544.13,402000.0,
Fe III,1544.232,9090000000.0,D+
Fe II,1544.592,10500000.0,
Fe II,1544.771,50000000.0,D+
Fe II,1545.0851,30100000.0,
Fe II,1545.201,10300000.0,
Fe II,1545.271,400000.0,
Fe III,1545.411,8040000000.0,C+
Fe II,1545.676,30200000.0,
Fe II,1545.725,700000.0,
Fe II,1545.815,50000000.0,D
Fe II,1545.839,400000.0,
Fe III,1546.12,103000000000.0,
Fe IV,1546.4,1020.0,
Fe II,1546.421,500000.0,
Fe II,1546.448,20800000.0,
Fe II,1546.448,20800000.0,
Fe III,1546.57,2000000000.0,C
Fe III,1546.928,103000000000.0,B
Fe II,1547.244,10000000.0,D
Fe II,1547.357,500000.0,
Fe III,1547.454,30500000.0,D
Fe III,1547.494,2000000000.0,
Fe III,1547.64,404000000000.0,B
Fe II,1547.803,30300000.0,D+
Fe II,1548.0089,20400000.0,
Fe II,1548.026,700000.0,
Fe II,1548.204,50000000.0,
Fe III,1548.251,200000000000.0,C+
Fe III,1548.264,1060000000.0,
Fe III,1548.264,1060000000.0,
Fe II,1548.416,20200000.0,
Fe II,1548.696,50000000.0,D
Fe III,1548.735,508000.0,
Fe II,1548.92,500000.0,
Fe II,1549.003,500000.0,
Fe III,1549.111,403000.0,
Fe II,1549.59572,1060000000.0,E
Fe III,1549.818,403000.0,
Fe II,1549.87,500000.0,
Fe II,1550.093,900000.0,D
Fe III,1550.191,103000000000.0,
Fe III,1550.196,809000000000.0,B
Fe II,1550.268,40000000.0,D
Fe III,1550.45,105000000000.0,B
Fe II,1550.54,10600000.0,D
Fe II,1550.63,10000000.0,D
Fe II,1550.745,500000.0,
Fe III,1550.862,207000000000.0,C+
Fe III,1550.867,1060000000.0,
Fe V,1550.89,901000.0,C
Fe III,1551.085,10900000.0,
Fe III,1551.085,5040000000.0,B
Fe II,1551.106,900000.0,D
Fe III,1551.149,3090000000.0,D+
Fe II,1551.166,60000000.0,D+
Fe II,1551.314,400000.0,
Fe III,1551.377,5090000000.0,D+
Fe II,1551.928,50000000.0,D
Fe III,1552.067,404000000000.0,B
Fe III,1552.067,404000000000.0,D
Fe III,1552.254,10400000.0,
Fe IV,1552.35,1020.0,
Fe II,1552.3643,60000000.0,E
Fe II,1552.6556,50000000.0,E
Fe III,1552.681,2000000000.0,C+
Fe IV,1552.71,1020.0,
Fe II,1552.72,10000000.0,D
Fe II,1552.808,900000.0,D
Fe II,1552.83,303000.0,
Fe III,1552.938,80600000.0,
Fe II,1553.1277,40000000.0,E
Fe III,1553.583,10900000.0,
Fe III,1553.583,10900000.0,
Fe II,1553.82,70000000.0,D+
Fe II,1553.8425,10900000.0,
Fe III,1553.895,403000.0,
Fe II,1554.122,10100000.0,
Fe V,1554.219,10400000.0,C
Fe II,1554.7246,40000000.0,E
Fe II,1554.84,10000000.0,
Fe III,1555.166,2000000000.0,
Fe II,1555.267,60000000.0,E
Fe III,1555.307,80600000.0,
Fe V,1555.442,307000.0,C
Fe II,1555.6073,20700000.0,E
Fe II,1555.653,40000000.0,D
Fe III,1555.861,6050000000.0,D+
Fe III,1555.861,6050000000.0,B
Fe III,1556.075,200000000000.0,B
Fe II,1556.338,500000.0,E
Fe III,1556.427,3030000000.0,
Fe III,1556.493,404000000000.0,B
Fe III,1556.501,1060000000.0,
Fe II,1556.615,40000000.0,
Fe III,1556.756,2080000000.0,C
Fe II,1556.7687,20200000.0,E
Fe II,1556.8768,50000000.0,E
Fe III,1556.902,3090000000.0,C
Fe III,1556.902,3090000000.0,C
Fe V,1557.051,309000.0,C
Fe V,1557.311,404000.0,C
Fe III,1557.335,10400000.0,
Fe II,1557.428,500000.0,
Fe III,1557.561,5030000000.0,
Fe V,1557.645,108000.0,C
Fe III,1557.701,508000.0,D
Fe II,1557.703,30500000.0,E
Fe II,1557.811,500000.0,E
Fe II,1557.811,500000.0,
Fe II,1557.979,500000.0,
