Spectrum,Observed,Rel.,Acc.
C I,1355.843,60700000000000.0,B
C I,1357.134,20700000000000.0,C
Na III,1355.281,1010.0,D+
Na VI,1356.35,200000.0,B+
Mg IV,1355.654,40.0,C
Mg IV,1356.108,1030.0,B
S I,1356.97,0.0,
Ca III,1355.415,10100000.0,C
Fe II,1354.461,40000000.0,D
Fe II,1354.676,20700000.0,
Fe II,1354.742,70000000.0,E
Fe V,1354.847,604000.0,C+
Fe II,1354.862,60000000.0,
Fe II,1355.038,20000000.0,
Fe III,1355.263,506000.0,
Fe II,1355.371,800000.0,D
Fe III,1355.456,20500000.0,
Fe V,1355.624,504000.0,C
Fe II,1355.678,10700000.0,
Fe II,1355.966,10500000.0,
Fe III,1356.069,705000.0,D
Fe II,1356.168,20100000.0,
Fe V,1356.232,308000.0,D+
Fe II,1356.49,60000000.0,
Fe II,1356.532,20100000.0,
Fe II,1356.951,20100000.0,
Fe III,1356.975,10400000.0,
Fe III,1356.975,10400000.0,
Fe V,1357.114,604000.0,C
Fe II,1357.146,20100000.0,
