Spectrum,Observed,Rel.,Acc.
C I,1606.962,704000000000.0,C
C I,1608.447,902000000000.0,C
C I,1613.375,8020000000000000.0,B
C I,1613.809,8020000000000000.0,B
C I,1614.522,5020000000000000.0,B
N V,1616.33,200000.0,
N V,1619.69,305000.0,
O II,1616.963,80.0,D
Na II,1604.888,2050.0,
Na II,1607.514,4050.0,
Na IV,1613.948,1000.0,B+
Na IV,1615.922,1010.0,B+
Na II,1617.896,1000.0,
Na IV,1618.57,1020.0,B+
Na II,1621.94,1020.0,
Na II,1622.347,1020.0,
Na II,1626.372,2000.0,
Mg IV,1607.108,1060.0,B+
Mg IV,1607.514,1000.0,C+
Mg IV,1610.799,70.0,C
Mg IV,1611.215,1050.0,B+
Mg IV,1617.627,50.0,C+
Mg I,1622.363,0.0,
Mg I,1622.395,0.0,
Mg I,1622.423,0.0,
Mg I,1622.458,0.0,
Mg I,1622.496,0.0,
Mg I,1622.534,0.0,
Mg I,1622.571,0.0,
Mg I,1622.614,0.0,
Mg I,1622.661,0.0,
Mg I,1622.706,0.0,
Mg I,1622.758,0.0,
Mg I,1622.812,0.0,
Mg I,1622.87,0.0,
Mg I,1622.932,0.0,
Mg I,1622.997,0.0,
Mg I,1623.069,0.0,
Mg I,1623.143,0.0,
Mg I,1623.225,0.0,
Mg I,1623.312,0.0,
Mg I,1623.406,0.0,
Mg I,1623.508,0.0,
Mg I,1623.619,0.0,
Mg I,1623.737,0.0,
Mg I,1623.868,0.0,
Mg I,1624.01,0.0,
Mg IV,1624.136,60.0,B+
Mg I,1624.165,0.0,
Mg I,1624.334,0.0,
Mg I,1624.52,0.0,
Mg I,1624.727,0.0,
Mg I,1624.953,0.0,
Mg I,1625.204,0.0,
Mg I,1625.485,0.0,
Mg I,1625.798,0.0,
Mg III,1626.093,20.0,C
Mg I,1626.151,0.0,
Mg I,1626.36,0.0,
Mg I,1626.549,0.0,
Mg I,1626.79,0.0,
Mg I,1627.0,0.0,
Mg I,1627.27,0.0,
Mg I,1627.514,0.0,
Si I,1622.87,100000.0,
Si I,1625.71,3000.0,E
S IV,1620.966,40.0,D+
S IV,1623.588,20.0,B
S IV,1623.946,1000.0,B+
S IV,1624.814,10.0,
Cl IV,1622.86,200000.0,
Fe IV,1603.73,1030.0,
