Spectrum,Observed,Rel.,Acc.
N III,1387.371,105000.0,B
O II,1392.806,40.0,
O II,1396.304,80.0,
Na II,1381.236,3000.0,
Na II,1381.633,1020.0,
Na II,1384.794,1000.0,
Na II,1385.296,1000.0,
Na II,1385.465,1020.0,
Na II,1386.076,1000.0,
Na II,1392.072,1050.0,
Na II,1392.316,1000.0,
Na II,1392.94,1050.0,
Na II,1395.193,1000.0,
Na II,1398.143,1020.0,
Na II,1399.07,3000.0,
Na II,1399.86,1020.0,
Na II,1404.675,9000.0,
Mg IV,1382.544,1060.0,B+
Mg IV,1384.425,2000.0,B+
Mg IV,1385.74,1060.0,B+
Mg IV,1386.155,60.0,C
Mg III,1386.691,10.0,
Mg IV,1387.494,1070.0,B+
Mg III,1389.504,20.0,
Mg III,1391.271,1020.0,
Mg III,1393.391,1050.0,B+
Mg IV,1394.356,50.0,C
Mg III,1395.642,20.0,
Mg IV,1398.795,10.0,
Mg III,1402.82,0.0,
Mg IV,1404.663,1060.0,B+
Si III,1387.99,50.0,D+
Si IV,1393.76,1050.0,A+
Si IV,1402.77,1020.0,A+
S I,1381.5521,2050000000.0,D
S I,1385.041,10.0,
S I,1385.51,2000000000.0,D
S I,1388.4347,4050000000.0,D
S I,1389.1538,1050000000.0,D
S V,1389.254,20.0,B
S III,1390.726,50.0,C+
S I,1392.5878,2050000000.0,D
S I,1396.1122,5000000000.0,D
S III,1396.556,10.0,D
S IV,1398.045,10.0,D+
S I,1401.5136,10500000.0,C
S III,1402.053,30.0,C+
S III,1402.473,30.0,C+
S IV,1403.553,10.0,
S IV,1404.808,30.0,C+
Cl I,1389.693,2050000000.0,D
Cl I,1389.957,2000000000.0,D
Cl I,1396.527,1020000000.0,D
Ca III,1385.426,20200000.0,C
Ca III,1397.687,20300000.0,B
Fe II,1380.848,20100000.0,D
Fe III,1380.881,10300000.0,
Fe II,1381.112,10200000.0,
Fe II,1381.219,70000000.0,D+
Fe II,1381.418,10200000.0,
Fe II,1381.558,40000000.0,
Fe II,1381.729,70000000.0,D+
Fe II,1381.953,50000000.0,
Fe V,1382.27,7010.0,C
Fe II,1382.393,70000000.0,D
Fe V,1382.414,301000.0,C+
Fe III,1382.489,40500000.0,
Fe V,1382.56,200000.0,C
Fe II,1382.564,60000000.0,D
Fe II,1382.666,20100000.0,
Fe II,1382.708,40000000.0,
Fe II,1382.708,40000000.0,
Fe II,1382.729,10600000.0,D
Fe III,1382.863,60000000.0,
Fe III,1382.938,10300000.0,
Fe II,1383.144,60000000.0,D
Fe II,1383.574,70000000.0,D+
Fe III,1383.648,30300000.0,
Fe II,1383.652,40000000.0,
Fe II,1383.721,40000000.0,
Fe II,1383.721,40000000.0,
Fe III,1383.729,10800000.0,
Fe V,1384.055,401000.0,C
Fe II,1384.171,500000.0,
Fe V,1384.201,401000.0,C
Fe III,1384.352,704000.0,
Fe II,1384.391,10000000.0,
Fe II,1384.669,70000000.0,D+
Fe V,1384.688,501000.0,C+
