Spectrum,Observed,Rel.,Acc.
C I,1600.818,5030000000.0,C
C I,1602.9709,30200000000000.0,B
O III,1590.01,208050.0,C+
O III,1591.33,106000.0,C+
O II,1593.354,2000.0,C+
O II,1593.977,1000.0,C+
O II,1594.189,1080.0,C+
Na IV,1583.91,50.0,B
Na IV,1583.977,1010.0,B
Na IV,1584.141,1020.0,B+
Na II,1584.173,2000.0,
Na IV,1586.848,30.0,C+
Na IV,1586.848,30.0,C
Na IV,1586.99,1000.0,B
Na IV,1587.048,1020.0,B+
Na II,1587.08,3000.0,
Na II,1587.807,50.0,
Na II,1588.764,1050.0,
Na IV,1588.87,30.0,C+
Na II,1588.983,70.0,
Na II,1591.321,1050.0,
Na II,1591.712,70.0,
Na II,1594.752,20.0,
Na IV,1596.304,30.0,B+
Na IV,1596.367,60.0,B+
Na IV,1596.401,90.0,B+
Na III,1598.177,1000.0,D
Na II,1604.888,2050.0,
Mg III,1586.237,1020.0,B+
Mg III,1592.36,80.0,B+
Mg IV,1597.738,40.0,B
Si I,1592.41,5000.0,
Si I,1594.55,105000.0,
Si I,1594.93,5000.0,
Si I,1597.95,3000.0,
S I,1583.683,10.0,
S I,1592.736,40.0,
S II,1600.766,10.0,
Ca III,1586.125,60000000.0,C
Ca III,1595.193,10900000.0,C
Fe V,1582.802,9080.0,C
Fe II,1582.9794,30200000.0,D+
Fe III,1583.199,5070000000.0,C+
Fe II,1583.254,301000.0,
Fe II,1583.526,301000.0,
Fe V,1583.958,205000.0,D
Fe III,1583.973,1050000000.0,D+
Fe II,1584.144,500000.0,
Fe V,1584.35,803000.0,C
Fe V,1584.35,803000.0,C
Fe V,1584.53,500000.0,C
Fe II,1584.95241,8000000000.0,D+
Fe II,1585.28,80000000.0,D+
Fe II,1585.654,40000000.0,
Fe III,1585.655,10100000.0,
Fe V,1585.655,109000.0,C
Fe III,1585.713,10500000.0,
Fe II,1585.994,2030000000.0,D+
Fe III,1586.114,405000.0,
Fe II,1586.3337,30200000.0,D+
Fe II,1586.4479,10300000.0,E
