Spectrum,Observed,Rel.,Acc.
O II,1632.681,50.0,
O II,1636.249,80.0,
O II,1637.824,80.0,
O II,1639.767,1000.0,
O II,1639.891,1000.0,
O II,1640.517,1020.0,
O V,1643.68,301050.0,
O II,1644.924,60.0,
O II,1650.664,1000.0,C+
O II,1651.176,1020.0,C+
Na II,1630.579,10.0,
Na II,1634.057,1050.0,
Na II,1635.194,2000.0,
Na II,1635.948,1000.0,
Na II,1637.293,1000.0,
Na II,1639.26,1020.0,
Na II,1646.018,1020.0,
Na V,1650.654,2000.0,C+
Na V,1650.654,2000.0,C+
Na II,1651.601,50.0,
Mg I,1628.104,0.0,
Mg I,1628.46,0.0,
Mg I,1628.786,0.0,
Mg I,1629.21,0.0,
Mg I,1629.579,0.0,
Mg I,1630.509,0.0,
Mg I,1631.609,0.0,
Mg I,1632.924,0.0,
Mg I,1634.515,0.0,
Mg III,1635.946,20.0,C+
Mg I,1636.465,0.0,
Mg IV,1638.522,40.0,B
Mg I,1638.89,0.0,
Mg IV,1640.892,90.0,B
Mg I,1641.957,0.0,
Mg III,1642.826,50.0,B
Mg I,1645.924,0.0,
Mg III,1648.822,20.0,C+
Mg I,1651.164,0.0,
Mg IV,1651.837,20.0,C+
Si I,1629.43,300000.0,C
Si I,1629.92,200000.0,
Si I,1631.13,7050.0,
Si I,1633.98,5000.0,
Si IV,1634.61,10.0,
S IV,1629.143,90.0,B+
S IV,1629.78,20.0,D+
S IV,1630.692,10.0,D
S IV,1631.073,10.0,
S III,1633.7,10.0,
S IV,1634.761,10.0,D
S IV,1635.667,10.0,D
S IV,1637.769,50.0,D+
S IV,1638.408,10.0,
S I,1641.085,1050.0,
S II,1645.939,10.0,
Ca II,1642.8,40.0,D
Ca II,1643.77,2000.0,D
Ca II,1644.44,3060.0,D
Ca II,1649.86,6000.0,
Fe III,1627.885,70300000.0,D
Fe III,1628.312,2050000000.0,D+
Fe IV,1628.54,1030.0,
Fe III,1628.564,30000000.0,
Fe II,1628.721,30000000.0,
Fe II,1628.721,30000000.0,
Fe II,1628.877,500000.0,D
Fe II,1629.15914,206000000000.0,A
Fe III,1629.358,1030000000.0,D
Fe II,1629.3715,2010000000.0,D+
Fe III,1629.496,40000000.0,D
Fe III,1629.755,409000.0,
Fe III,1629.87,809000.0,D
Fe IV,1630.18,1030.0,
Fe II,1630.1898,20000000.0,D+
Fe III,1630.459,606000.0,
Fe V,1630.841,20.0,D
Fe IV,1631.08,1070.0,
Fe II,1631.12855,104000000000.0,A
Fe II,1631.5249,10600000.0,D+
Fe III,1631.834,10600000.0,D
Fe II,1631.885,109000.0,
Fe III,1631.916,409000.0,
Fe IV,1632.08,1020.0,
Fe II,1632.306,70000000.0,
Fe IV,1632.4,1040.0,
Fe II,1632.6692,1070000000.0,D+
Fe III,1632.687,2040000000.0,
Fe III,1632.687,2040000000.0,
Fe II,1632.8646,10500000.0,D+
Fe II,1632.956,109000.0,
Fe II,1633.594,10400000.0,D
Fe III,1633.641,409000.0,
Fe III,1633.721,10200000.0,
Fe II,1633.721,109000.0,
Fe II,1633.9093,5000000000.0,C+
Fe IV,1634.01,1030.0,
Fe II,1634.34925,9000000000.0,A
Fe III,1634.549,409000.0,
Fe II,1634.767,202000.0,
Fe III,1635.137,40000000.0,
Fe II,1635.40028,107000000000.0,D+
Fe III,1635.515,900000.0,
Fe III,1635.515,900000.0,
Fe II,1635.563,109000.0,
Fe II,1635.792,10700000.0,
Fe II,1636.33123,200000000000.0,A
Fe III,1636.464,500000.0,
Fe III,1636.77,500000.0,
Fe II,1637.39973,8000000000.0,C+
Fe IV,1638.07,1020.0,
Fe IV,1638.3,1020.0,
Fe II,1638.629,205000.0,
Fe IV,1639.4,1040.0,
Fe II,1639.4012,105000000000.0,B+
Fe II,1639.497,10300000.0,D
Fe II,1639.606,50000000.0,D+
Fe V,1639.794,2000.0,D+
Fe III,1639.845,500000.0,
Fe IV,1640.04,1060.0,
Fe II,1640.153,5000000000.0,D+
Fe IV,1640.16,1040.0,
Fe II,1640.2,500000.0,
Fe II,1640.271,60000000.0,D+
Fe II,1640.495,30000000.0,
Fe III,1640.5,500000.0,
Fe II,1640.74,20400000.0,
Fe II,1640.855,70000000.0,D+
Fe II,1640.904,10700000.0,D
Fe II,1641.76298,9000000000.0,D+
Fe IV,1641.87,1050.0,
Fe II,1642.185,70000000.0,D+
Fe II,1642.298,500000.0,
Fe II,1642.432,70000000.0,D+
Fe II,1642.497,70000000.0,D+
Fe II,1642.722,20400000.0,
Fe IV,1642.88,1020.0,
Fe V,1643.427,40.0,C
Fe II,1643.439,30300000.0,D
Fe II,1643.57877,7000000000.0,D+
Fe II,1643.852,500000.0,
Fe II,1643.896,500000.0,
Fe III,1644.173,500000.0,
Fe III,1644.501,40100000.0,
Fe II,1644.756,10700000.0,D
Fe II,1645.014,80000000.0,
Fe II,1645.137,109000.0,
Fe II,1645.698,500000.0,D+
Fe V,1645.742,9040.0,D+
Fe II,1646.1848,4000000000.0,D+
Fe III,1646.392,50600000.0,D
Fe III,1646.914,609000.0,
Fe IV,1647.09,1050.0,
Fe II,1647.1626,4000000000.0,D+
Fe III,1647.44,903000.0,
Fe II,1647.538,60000000.0,D+
Fe II,1647.562,10900000.0,D+
Fe II,1647.757,70000000.0,D+
Fe II,1647.878,500000.0,D+
Fe III,1648.302,903000.0,
Fe II,1648.309,500000.0,
Fe II,1648.309,500000.0,
Fe II,1648.395,20700000.0,
Fe II,1648.395,20700000.0,D
Fe II,1648.713,301000.0,
Fe V,1648.743,1080.0,D+
Fe III,1649.0,609000.0,
Fe II,1649.064,500000.0,D
Fe II,1649.11288,20500000.0,
Fe II,1649.32414,1000000000.0,D+
Fe II,1649.4261,5000000000.0,D+
Fe II,1649.5768,5000000000.0,D+
Fe II,1650.0473,700000.0,
Fe II,1650.2398,400000.0,
Fe II,1650.463,207000.0,
Fe II,1650.463,207000.0,
Fe III,1650.508,501000.0,
Fe II,1650.527,500000.0,D
Fe II,1650.7035,4000000000.0,D+
Fe II,1651.5038,10600000.0,D+
Fe IV,1651.58,1050.0,
Fe II,1651.613,60000000.0,D
Fe II,1651.613,60000000.0,D+
