Spectrum,Observed,Rel.,Acc.
C II,1720.439,601000.0,B
C II,1720.99,909000.0,B
C II,1721.659,10600000.0,B
C II,1722.211,601000.0,B
N IV,1718.55,10000000.0,A+
N III,1729.945,205000.0,C+
O II,1713.73,50.0,
O II,1714.64,80.0,
O II,1714.719,80.0,
O II,1715.094,80.0,
O II,1715.3,80.0,
Na III,1712.482,90.0,B
Na III,1728.273,1010.0,B+
Na III,1728.923,10.0,C
Na III,1730.71,0.0,D+
Na III,1731.113,1000.0,B+
Mg III,1714.783,40.0,B
Mg III,1722.041,1000.0,B+
Mg III,1730.733,70.0,B+
Mg III,1730.778,30.0,C
Mg III,1731.786,50.0,B
Mg II,1734.845,4000.0,A
Mg IV,1736.067,1030.0,
Si IV,1722.53,60.0,A
Si IV,1727.38,50.0,A
S II,1712.736,10.0,
S III,1713.117,20.0,C+
S II,1713.552,30.0,
S II,1715.958,10.0,
S III,1728.939,40.0,C+
S V,1731.483,60.0,B
Ca III,1720.334,800000.0,
Fe I,1712.289,30.0,
Fe III,1712.652,30700000.0,
Fe IV,1712.76,1040.0,
Fe I,1712.852,0.0,
Fe II,1713.00041,100000000000.0,D+
Fe V,1713.694,4000.0,
Fe II,1713.716,600000.0,
Fe II,1713.746,400000.0,D
Fe III,1713.749,10500000.0,
Fe II,1713.841,109000.0,
Fe III,1714.361,10500000.0,
Fe II,1714.475,400000.0,
Fe III,1714.615,10500000.0,D
Fe II,1714.68,40000000.0,
Fe II,1714.68,40000000.0,
Fe II,1714.712,50000000.0,
Fe II,1715.0272,90000000.0,D+
Fe III,1715.119,20000000.0,D
Fe II,1715.5152,2080000000.0,D+
Fe III,1715.783,10500000.0,
Fe III,1715.783,10500000.0,D
Fe I,1716.486,40.0,
Fe III,1716.572,1070000000.0,
Fe II,1716.5781,1010000000.0,D
Fe II,1716.7714,10100000.0,D
Fe III,1716.969,601000.0,
Fe IV,1717.11,1020.0,
Fe II,1717.111,40000000.0,
Fe III,1717.413,2080000000.0,D+
Fe II,1717.576,500000.0,
Fe I,1717.703,10.0,
Fe II,1717.764,50000000.0,
Fe IV,1717.9,1040.0,
Fe II,1718.103,90000000.0,D+
Fe III,1718.11,1070000000.0,
Fe I,1718.148,20.0,
Fe IV,1718.16,1040.0,
Fe IV,1718.42,1020.0,
Fe III,1718.468,1020000000.0,D
Fe III,1718.904,601000.0,
Fe II,1718.98,1030000000.0,D+
Fe II,1719.329,60000000.0,D+
Fe II,1719.393,500000.0,
Fe IV,1719.46,1040.0,
Fe I,1719.777,60.0,
Fe III,1719.936,602000.0,
Fe II,1720.0396,3030000000.0,D+
Fe II,1720.272,50000000.0,
Fe II,1720.427,50000000.0,D
Fe II,1720.61363,6000000000.0,D+
Fe III,1720.738,10500000.0,D
Fe II,1720.818,800000.0,
Fe III,1720.877,1020000000.0,
